author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
ТОЧНО;developer;https://krasnodar.cian.ru/sale/flat/306315038/;Москва и МО;sale;flat;2;8;1;33.0;8764800;с. Супсех; Аэродромная;;;Хозяин морей
БАРС Лизинг;real_estate_agent;https://balashikha.cian.ru/sale/flat/306496312/;Москва и МО;sale;flat;14;24;1;41.3;7100000;; Разина;1А;Салтыковская;28 микрорайон
НА ЯРОСЛАВСКОЙ;real_estate_agent;https://cheboksary.cian.ru/sale/flat/308684188/;Москва и МО;sale;flat;1;4;1;37.4;3090000;Ленинский;Ягодный переулок;7;;
Магазин новостроек;representative_developer;https://sochi.cian.ru/sale/flat/302132053/;Москва и МО;sale;flat;2;9;1;47.3;56760000;;;;;Поляна Пик
House Estate;real_estate_agent;https://spb.cian.ru/sale/flat/298588228/;Москва и МО;sale;flat;4;8;1;38.5;15790000;Петроградский;Ремесленная ;17;Василеостровская;
Ирина Василевская;realtor;https://www.cian.ru/sale/flat/307275502/;Москва и МО;sale;flat;2;12;1;41.0;11700000;Соколиная гора;Вольная ;4;Семёновская;
DOGMA;developer;https://krasnodar.cian.ru/sale/flat/305414552/;Москва и МО;sale;flat;3;24;1;41.8;7335900;;;;;Рекорд
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/307950468/;Москва и МО;sale;flat;4;13;1;43.6;37500000;Пресненский; Сергея Макеева;9к1;Улица 1905 года;RedSide
BERI;real_estate_agent;https://www.cian.ru/sale/flat/307837275/;Москва и МО;sale;flat;8;9;1;32.3;12860000;Зюзино;Черноморский бульвар;19К1;Севастопольская;
ПИК;developer;https://nn.cian.ru/sale/flat/306920980/;Москва и МО;sale;flat;22;25;1;34.7;4966506;;;;;Савин парк
ID 13091987;homeowner;https://kotelniki.cian.ru/sale/flat/308246236/;Москва и МО;sale;flat;14;17;1;35.9;11490000;; Сосновая;1к2;Котельники;Оранж парк
Good Real Estate;real_estate_agent;https://krasnodar.cian.ru/sale/flat/307135332/;Москва и МО;sale;flat;12;16;1;39.0;4250000;Прикубанский; Западный обход;39/2к3;;Самолет
BrokerStreet;representative_developer;https://kaliningrad.cian.ru/sale/flat/306552921/;Москва и МО;sale;flat;2;7;1;37.0;7400000;Ленинградский;Стекольная ;;;по ул. Стекольная
Магазин новостроек;representative_developer;https://krasnodar.cian.ru/sale/flat/297378302/;Москва и МО;sale;flat;2;9;1;33.1;4203700;Западный Город ЖК; Крылатская;;;Событие
Msk Estate;real_estate_agent;https://www.cian.ru/sale/flat/308525825/;Москва и МО;sale;flat;22;22;1;17.2;8780000;Тропарево-Никулино;Ленинский проспект;158;Юго-Западная;
ФСК;developer;https://vladivostok.cian.ru/sale/flat/306474164/;Москва и МО;sale;flat;3;22;1;35.8;7808553;Первореченский; Адмирала Горшкова;5;;Флагман
ХОРЕКА ИНВЕСТ;real_estate_agent;https://www.cian.ru/sale/flat/296124514/;Москва и МО;sale;flat;22;22;1;17.2;8780000;Тропарево-Никулино;Ленинский проспект;158;Юго-Западная;
РИСАН;developer;https://penza.cian.ru/sale/flat/281597285/;Москва и МО;sale;flat;3;9;1;46.8;4305600;Железнодорожный; Измайлова;38к3;;Norwood
ХОРЕКА ИНВЕСТ;real_estate_agent;https://www.cian.ru/sale/flat/305694039/;Москва и МО;sale;flat;22;22;1;19.4;8880000;Тропарево-Никулино;Ленинский проспект;158;Юго-Западная;
BrokerStreet;representative_developer;https://kaliningrad.cian.ru/sale/flat/305492706/;Москва и МО;sale;flat;3;7;1;39.24;5218920;;;;;Включи
Msk Estate;real_estate_agent;https://www.cian.ru/sale/flat/308525823/;Москва и МО;sale;flat;22;22;1;16.0;8880000;Тропарево-Никулино;Ленинский проспект;158;Юго-Западная;
Магазин новостроек;representative_developer;https://krasnodar.cian.ru/sale/flat/307308704/;Москва и МО;sale;flat;7;23;1;30.1;5947760;мкр. Пашковский; Имени В.Н. Мачуги;166Б;;Сказка град
ЮГ;representative_developer;https://anapa.cian.ru/sale/flat/308068295/;Москва и МО;sale;flat;3;7;1;43.48;15618750;Анапа;шоссе Симферопольское;58к2;;Европа
ONE Company;real_estate_agent;https://www.cian.ru/sale/flat/300171400/;Москва и МО;sale;flat;22;22;1;17.2;9110000;Тропарево-Никулино;Ленинский проспект;158;Юго-Западная;
РИСАН;developer;https://penza.cian.ru/sale/flat/302044360/;Москва и МО;sale;flat;2;10;1;32.8;2919200;;;;;Квартал в стиле КАНТРИ
CENTURY 21 Столичная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/308112517/;Москва и МО;sale;flat;10;17;1;41.0;9700000;;;20;Бачуринская;
Магазин новостроек;representative_developer;https://novorossiysk.cian.ru/sale/flat/308540835/;Москва и МО;sale;flat;3;17;1;43.31;8878550;Новороссийск;проспект Дзержинского;;;Золотой берег 2
ХОРЕКА ИНВЕСТ;real_estate_agent;https://www.cian.ru/sale/flat/305694241/;Москва и МО;sale;flat;22;22;1;20.0;9770000;Тропарево-Никулино;Ленинский проспект;158;Юго-Западная;
Премьера;developer;https://ulyanovsk.cian.ru/sale/flat/302324294/;Москва и МО;sale;flat;4;14;1;26.98;2669652;Засвияжский;пос. УКСМ;;;Премьера на УКСМ ЖК
BrokerStreet;representative_developer;https://kaliningrad.cian.ru/sale/flat/307995324/;Москва и МО;sale;flat;3;5;1;25.38;6852600;Пионерский;Комсомольская ;19;;Резиденция
EstateLiga;real_estate_agent;https://www.cian.ru/sale/flat/307619147/;Москва и МО;sale;flat;19;22;1;43.0;17900000;Щукино;Большой Волоколамский проезд;23;Стрешнево;Комплекс апартаментов B’aires
СтроиТЭК;developer;https://ufa.cian.ru/sale/flat/306613167/;Москва и МО;sale;flat;4;25;1;37.58;5647898;Кировский; Бородинская;19/1;;SVOBODA
Estes;real_estate_agent;https://www.cian.ru/sale/flat/307590623/;Москва и МО;sale;flat;18;22;1;43.4;19500000;Щукино;Большой Волоколамский проезд;23;Стрешнево;Комплекс апартаментов B’aires
GloraX;developer;https://spb.cian.ru/sale/flat/304043728/;Москва и МО;sale;flat;7;19;1;38.72;13609999;Василеостровский;Морской;;;Глоракс Премиум Василеостровский ЖК
One Moscow;real_estate_agent;https://www.cian.ru/sale/flat/303789273/;Москва и МО;sale;flat;11;34;1;46.4;19990000;Обручевский; Архитектора Власова;71к2;Воронцовская;Ever
РИСАН;developer;https://penza.cian.ru/sale/flat/291734129/;Москва и МО;sale;flat;4;17;1;36.4;3203200;Октябрьский; Минская;25;;Соседи
Арт Риэлти;real_estate_agent;https://www.cian.ru/sale/flat/308490659/;Москва и МО;sale;flat;12;12;1;42.06;20600000;Покровское-Стрешнево;Летная ;95Бк2;Спартак;ÁLIA
ID 12703192;unknown;https://spb.cian.ru/sale/flat/308177547/;Москва и МО;sale;flat;4;4;1;29.0;7605000;Приморский;Серебристый бульвар;18К1;Пионерская;
Магазин новостроек;representative_developer;https://sochi.cian.ru/sale/flat/305023590/;Москва и МО;sale;flat;2;10;1;33.1;27155240;Адлерский;Адлер жилрайон;;;Гостиничный комплекс 
Семен Гордый;realtor;https://www.cian.ru/sale/flat/286538689/;Москва и МО;sale;flat;9;11;1;46.1;8800000;; Семена Гордого;12;Крёкшино;Ново-Никольское
География;developer;https://tyumen.cian.ru/sale/flat/307627739/;Москва и МО;sale;flat;2;19;1;38.66;6230000;;;;;Окинава
ID 113910006;homeowner;https://krasnodar.cian.ru/sale/flat/308184223/;Москва и МО;sale;flat;2;5;1;30.0;5300000;Центральный; Коммунаров;201;;
ЭНКО;developer;https://tyumen.cian.ru/sale/flat/308821944/;Москва и МО;sale;flat;2;21;1;36.87;5320000;;;;;Жилой район 
Первое Городское Бюро Недвижимости;real_estate_agent;https://orenburg.cian.ru/sale/flat/306510320/;Москва и МО;sale;flat;1;5;1;29.4;1700000;Дзержинский;переулок Таймырский;5;;
Магазин новостроек;representative_developer;https://sochi.cian.ru/sale/flat/305505079/;Москва и МО;sale;flat;18;19;1;25.8;13287000;Хостинский; Ясногорская;16/6к4;;Сочи Парк
Железно Эксперт;real_estate_agent;https://kirov.cian.ru/sale/flat/307157289/;Москва и МО;sale;flat;9;18;1;42.0;5040000;Ленинский; Ленина;190к5;;по ул. Ленина
Гринвуд Девелопмент;developer;https://krym.cian.ru/sale/flat/304589036/;Москва и МО;sale;flat;2;13;1;39.7;11116000;Алушта; Набережная;18;;Апарт-отель AURA
Msk Estate;real_estate_agent;https://www.cian.ru/sale/flat/308525819/;Москва и МО;sale;flat;22;22;1;19.4;8380000;Тропарево-Никулино;Ленинский проспект;158;Юго-Западная;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/304647079/;Москва и МО;sale;flat;35;41;1;42.1;22900000;Хорошево-Мневники;Шелепихинская набережная;34к5;Шелепиха;Сердце Столицы
Магазин новостроек;representative_developer;https://sochi.cian.ru/sale/flat/302788689/;Москва и МО;sale;flat;4;5;1;28.3;18395000;Лазаревский;;;;Alean Resort Montvert
Element;developer;https://spb.cian.ru/sale/flat/305423256/;Москва и МО;sale;flat;2;8;1;28.96;14361467;Петроградский;Ремесленная ;17литЗ;Чкаловская;17/33 Петровский остров
Магазин новостроек;representative_developer;https://krasnodar.cian.ru/sale/flat/275302369/;Москва и МО;sale;flat;10;20;1;39.1;4887500;Прикубанский; Адмирала Крузенштерна;5;;RED777
ONE Company;real_estate_agent;https://www.cian.ru/sale/flat/308100205/;Москва и МО;sale;flat;22;22;1;14.3;8280000;Тропарево-Никулино;Ленинский проспект;158;Юго-Западная;
Alliance Agency Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/298254403/;Москва и МО;sale;flat;4;33;1;42.9;23600000;Останкинский; Годовикова;11к2;Алексеевская;iLove
Магазин новостроек;representative_developer;https://krasnodar.cian.ru/sale/flat/304026929/;Москва и МО;sale;flat;10;23;1;37.6;5831760;;;;;Отражение
ЛюксДом;real_estate_agent;https://www.cian.ru/sale/flat/306867070/;Москва и МО;sale;flat;16;36;1;41.1;31500000;Хорошевский;Ленинградский проспект;37/4;ЦСКА;Прайм Парк
ID 14470271;unknown;https://irkutsk.cian.ru/sale/flat/308351018/;Москва и МО;sale;flat;3;9;1;38.0;5899000;;;;;
Брусника;developer;https://ekb.cian.ru/sale/flat/308712369/;Москва и МО;sale;flat;2;9;1;34.88;5170000;;;;Ботаническая;Брусника в Академическом ЖК
Msk Estate;real_estate_agent;https://lyubertsy.cian.ru/sale/flat/306922670/;Москва и МО;sale;flat;2;4;1;20.2;4343000;;Октябрьский проспект;403;Панки;
Элитный берег;real_estate_agent;https://sochi.cian.ru/sale/flat/308885922/;Москва и МО;sale;flat;2;4;1;46.0;17000000;с. Эстосадок; Березовая;28/1;;
Магазин новостроек;representative_developer;https://sochi.cian.ru/sale/flat/302688719/;Москва и МО;sale;flat;3;8;1;27.34;17224200;Хостинский;;;;Marine Garden Sochi
СИТИ21;developer;https://www.cian.ru/sale/flat/305970241/;Москва и МО;sale;flat;12;15;1;52.6;22080277;Останкинский;проспект Мира;95;Алексеевская;Hill8
Sea Invest;representative_developer;https://krym.cian.ru/sale/flat/306931987/;Москва и МО;sale;flat;9;11;1;45.58;20001619;с. Виноградное; Сусловой;3;;Паруса Мечты
Delight Realty;real_estate_agent;https://www.cian.ru/sale/flat/304298307/;Москва и МО;sale;flat;13;24;1;42.9;24000000;Хорошевский;Хорошевское шоссе;25Ак1;Полежаевская;Династия
LEGENDA Development;developer;https://spb.cian.ru/sale/flat/306641691/;Москва и МО;sale;flat;8;10;1;35.79;12755556;Василеостровский;Кожевенная линия;;Горный институт;LEGENDA Васильевского
Магазин новостроек;representative_developer;https://sochi.cian.ru/sale/flat/303252461/;Москва и МО;sale;flat;15;24;1;38.6;43232000;Хостинский;Курортный проспект;108;;Сан Сити
Арт Риэлти;real_estate_agent;https://www.cian.ru/sale/flat/308768570/;Москва и МО;sale;flat;14;48;1;42.0;24500000;Хорошево-Мневники; Народного Ополчения;15К1;Народное Ополчение;Wellton Towers
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/308354835/;Москва и МО;sale;flat;3;8;1;25.9;9990000;Аэропорт;Большой Коптевский проезд;3С7;Красный Балтиец;
Магазин новостроек;representative_developer;https://krasnodar.cian.ru/sale/flat/301125910/;Москва и МО;sale;flat;2;4;1;35.95;4505000;;;;;Микрорайон Новая Елизаветка
House Estate;real_estate_agent;https://spb.cian.ru/sale/flat/304313645/;Москва и МО;sale;flat;1;5;1;40.9;9100000;Пушкинский; Кокколевская;14к2;Купчино;Образцовый квартал 9
Магазин новостроек;representative_developer;https://novorossiysk.cian.ru/sale/flat/305055272/;Москва и МО;sale;flat;4;24;1;32.4;6875280;;;;;Облака
Good Real Estate;real_estate_agent;https://krasnodar.cian.ru/sale/flat/273858094/;Москва и МО;sale;flat;5;18;1;34.0;3900000;мкр. РИП;Московская ;118к2;;Притяжение
Магазин новостроек;representative_developer;https://krasnodar.cian.ru/sale/flat/301285637/;Москва и МО;sale;flat;2;24;1;30.3;5322250;Прикубанский; Имени Героя Георгия Бочарникова;2к1;;Улыбка
Метражи group;real_estate_agent;https://korolev.cian.ru/sale/flat/299256715/;Москва и МО;sale;flat;3;14;1;40.8;6000000;;проспект Космонавтов;33а;Медведково;
Магазин новостроек;representative_developer;https://sochi.cian.ru/sale/flat/303249478/;Москва и МО;sale;flat;2;10;1;35.79;11273850;Центральный;;;;Отражение
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/303370372/;Москва и МО;sale;flat;4;8;1;57.0;68900000;Таганский;Тессинский переулок;1;Чкаловская;Тессинский, 1
Альтера;real_estate_agent;https://kazan.cian.ru/sale/flat/306791213/;Москва и МО;sale;flat;4;5;1;32.7;3500000;Кировский;Хибинская ;10;Козья слобода;
РИСАН;developer;https://penza.cian.ru/sale/flat/291733505/;Москва и МО;sale;flat;5;16;1;41.8;4389000;Октябрьский;;;;Лэйк Таун ЖК
Msk Estate;real_estate_agent;https://lyubertsy.cian.ru/sale/flat/308751355/;Москва и МО;sale;flat;3;4;1;20.2;4040000;;Октябрьский проспект;403;Панки;
Дмитрий Хромов;realtor;https://ryazan.cian.ru/sale/flat/280502001/;Москва и МО;sale;flat;3;3;1;48.9;5325000;Советский; Владимирская;95к24;;
Неометрия;developer;https://sochi.cian.ru/sale/flat/302606641/;Москва и МО;sale;flat;2;12;1;20.9;10291160;Адлерский;;;;Флора ЖК
ХОРЕКА ИНВЕСТ;real_estate_agent;https://www.cian.ru/sale/flat/294621795/;Москва и МО;sale;flat;22;22;1;19.4;8780000;Тропарево-Никулино;Ленинский проспект;158;Юго-Западная;
ID 21487494;realtor;https://spb.cian.ru/sale/flat/308964896/;Москва и МО;sale;flat;13;23;1;57.0;26000000;Московский;проспект Юрия Гагарина;7;Парк Победы;Космос
White Group;developer;https://ekb.cian.ru/sale/flat/305194970/;Москва и МО;sale;flat;2;4;1;24.22;3867000;Ленинский;;;Чкаловская;Центральный парк ЖК
МОИС;real_estate_agent;https://ramenskoye.cian.ru/sale/flat/301159695/;Москва и МО;sale;flat;4;17;1;32.1;6280000;Северный; Семейная;6;Ипподром;Десятка
Оксана Васильева;realtor;https://novgorod.cian.ru/sale/flat/308098157/;Москва и МО;sale;flat;5;5;1;39.3;3600000;Великий Новгород;Батецкая ;21;;
НОВОСТРОЙ-ЮГ;developer;https://rostov.cian.ru/sale/flat/296504787/;Москва и МО;sale;flat;2;8;1;42.78;4962480;Аксай; Луначарского;52;;Простор
Whitewill Москва-Сити;real_estate_agent;https://www.cian.ru/sale/flat/297087850/;Москва и МО;sale;flat;51;75;1;123.0;85000000;Пресненский;1-й Красногвардейский проезд;15;Деловой центр;Меркурий Тауэр
ИНСИТИ девелопмент;developer;https://krasnodar.cian.ru/sale/flat/304199245/;Москва и МО;sale;flat;19;21;1;40.56;6296697;;;;;Микрорайон Образцово
Msk Estate;real_estate_agent;https://lyubertsy.cian.ru/sale/flat/308751357/;Москва и МО;sale;flat;3;4;1;28.4;5680000;;Октябрьский проспект;403;Панки;
Исток;real_estate_agent;https://saratov.cian.ru/sale/flat/305732188/;Москва и МО;sale;flat;3;10;1;42.2;3750000;Кировский; Имени К.П. Панченко;8;;10-й Микрорайон
Корпорация Маяк;developer;https://ekb.cian.ru/sale/flat/304157515/;Москва и МО;sale;flat;4;17;1;46.8;10057975;Октябрьский; Декабристов;20;Геологическая;Архитектон
4ROOMS;real_estate_agent;https://spb.cian.ru/sale/flat/301160214/;Москва и МО;sale;flat;16;22;1;35.4;9950000;Красногвардейский;проспект Энергетиков;11к5;Ладожская;ЗимаЛето
Магазин новостроек;representative_developer;https://krasnodar.cian.ru/sale/flat/308161794/;Москва и МО;sale;flat;5;9;1;25.0;4775000;Прикубанский; Западный обход;42лит2/8;;Sport Village
ТСН Владис;real_estate_agent;https://ivanteyevka.cian.ru/sale/flat/307865768/;Москва и МО;sale;flat;8;19;1;36.6;5500000;Ивантеевка; Бережок;;;
Магазин новостроек;representative_developer;https://krasnodar.cian.ru/sale/flat/307545290/;Москва и МО;sale;flat;14;16;1;39.02;4850000;Прикубанский; Имени Героя Советского Союза Дмитрия Мирошниченко;43;;Квартал №6
Железно Эксперт;real_estate_agent;https://kirov.cian.ru/sale/flat/308280634/;Москва и МО;sale;flat;3;3;1;28.8;3490000;Октябрьский; Садаковская;6А;;
Магазин новостроек;representative_developer;https://krasnodar.cian.ru/sale/flat/301286091/;Москва и МО;sale;flat;4;5;1;35.7;3927000;Прикубанский; Имени Валерия Вишневецкого;7;;Гармония
Msk Estate;real_estate_agent;https://www.cian.ru/sale/flat/308525822/;Москва и МО;sale;flat;22;22;1;14.3;8280000;Тропарево-Никулино;Ленинский проспект;158;Юго-Западная;
BR Group;real_estate_agent;https://spb.cian.ru/sale/flat/299761639/;Москва и МО;sale;flat;3;4;1;31.3;7400000;Красносельский; Ивана Куликова;12;Проспект Ветеранов;Солнечный город. Резиденции
Доннефтестрой;developer;https://rostov.cian.ru/sale/flat/298762688/;Москва и МО;sale;flat;2;19;1;34.9;4557940;Советский;проспект Маршала Жукова;26к4;;Западные Аллеи
ПИК;developer;https://spb.cian.ru/sale/flat/305857769/;Москва и МО;sale;flat;4;8;1;33.8;11058481;Василеостровский;Гавань;;Горный институт;Шкиперский 19 ЖК
ЭНКО;developer;https://tyumen.cian.ru/sale/flat/303659966/;Москва и МО;sale;flat;2;16;1;35.8;5178000;;;;;Мириады город в принципах ЭНКО
Good Real Estate;real_estate_agent;https://krasnodar.cian.ru/sale/flat/299851923/;Москва и МО;sale;flat;5;16;1;42.0;4000000;мкр. 9-й километр;проезд Репина;3/1к3;;
GloraX;developer;https://spb.cian.ru/sale/flat/308464992/;Москва и МО;sale;flat;8;9;1;30.99;12419999;Адмиралтейский; Шкапина;15;Балтийская;GloraX Балтийская
Арт Риэлти;real_estate_agent;https://www.cian.ru/sale/flat/306021420/;Москва и МО;sale;flat;23;27;1;38.4;15300000;Западное Дегунино; Летчика Осканова;6;Верхние Лихоборы;Тринити-2
Перспектива;developer;https://krym.cian.ru/sale/flat/305496473/;Москва и МО;sale;flat;5;14;1;84.6;20189472;;;;;Апарт-комплекс LETTO
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/306977986/;Москва и МО;sale;flat;9;21;1;42.1;31900000;Басманный; Земляной Вал;37;Чкаловская;Дом Chkalov
Метражи group;real_estate_agent;https://korolev.cian.ru/sale/flat/307619782/;Москва и МО;sale;flat;3;5;1;31.0;4400000;; Героев Курсантов;1;Медведково;
Магазин новостроек;representative_developer;https://sochi.cian.ru/sale/flat/306039792/;Москва и МО;sale;flat;8;11;1;30.0;18634500;Центральный; Полтавская;21А;;Море
Винсент Недвижимость Центральный Офис номер 1;real_estate_agent;https://sochi.cian.ru/sale/flat/277328404/;Москва и МО;sale;flat;4;10;1;24.0;12000000;Дагомыс пгт; Ленинградская;7А;;Cosmos Stay Le Rond Sochi
ID 12446715;homeowner;https://samara.cian.ru/sale/flat/307632916/;Москва и МО;sale;flat;10;14;1;52.0;10500000;Железнодорожный;Никитинская ;30;Алабинская;
РИСАН;developer;https://penza.cian.ru/sale/flat/278000763/;Москва и МО;sale;flat;2;16;1;48.5;6305000;Ленинский;Революционная ;с34;;Urban-квартал SVOBODA
НЕДВИЖИМОСТЬ 23;real_estate_agent;https://sochi.cian.ru/sale/flat/301807790/;Москва и МО;sale;flat;6;10;1;32.4;9900000;Хостинский; Шоссейная;9к2;;Wyndham Sochi Hotel
ТСН Владис;real_estate_agent;https://korolev.cian.ru/sale/flat/308750657/;Москва и МО;sale;flat;9;9;1;32.4;5300000;; Мичурина;1б;Щёлковская;
Магазин новостроек;representative_developer;https://sochi.cian.ru/sale/flat/302435178/;Москва и МО;sale;flat;2;4;1;33.4;61790000;Центральный;Курортный проспект;31;;Гранд Каскад
АРТ-СТРОЙ РИЭЛТ;real_estate_agent;https://kazan.cian.ru/sale/flat/305047333/;Москва и МО;sale;flat;15;25;1;48.0;9900000;Советский; Аметьевская магистраль;18к5;Аметьево;
PROНЕДВИЖИМОСТЬ;real_estate_agent;https://odintsovo.cian.ru/sale/flat/304858155/;Москва и МО;sale;flat;10;24;1;39.0;7200000;;Северная ;5к2;Одинцово;Одинбург
Магазин новостроек;representative_developer;https://sochi.cian.ru/sale/flat/304730971/;Москва и МО;sale;flat;2;15;1;38.4;11560000;;;;;Чайные холмы
Солнечный Сочи;real_estate_agent;https://sochi.cian.ru/sale/flat/307343680/;Москва и МО;sale;flat;5;9;1;41.2;13000000;с. Эстосадок; Каменка;3;;
LEGENDA Development;developer;https://spb.cian.ru/sale/flat/305409629/;Москва и МО;sale;flat;8;20;1;62.0;20898800;Выборгский;аллея Академика Лихачева;7;Площадь Мужества;Институтский, 16
Брусника;developer;https://ekb.cian.ru/sale/flat/306854935/;Москва и МО;sale;flat;2;7;1;39.29;7280000;Орджоникидзевский;переулок Механический;11;Проспект Космонавтов;Северный квартал
Светлана Ханина;realtor;https://krasnodar.cian.ru/sale/flat/308784376/;Москва и МО;sale;flat;13;24;1;37.0;7400000;Прикубанский; Декабристов;59;;Достоевский 3
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/307777998/;Москва и МО;sale;flat;25;38;1;34.7;17500000;Западное Дегунино;Ильменский проезд;14к8;Селигерская;Селигер Сити
Магазин новостроек;representative_developer;https://sochi.cian.ru/sale/flat/308203804/;Москва и МО;sale;flat;6;7;1;25.3;14041500;Адлерский;Адлер жилрайон;;;Olivia ЖК
Этажи Москва;real_estate_agent;https://reutov.cian.ru/sale/flat/304751345/;Москва и МО;sale;flat;15;25;1;45.0;10500000;;Садовый проезд;9;Реутов;Рациональ
ЛСР Санкт-Петербург;developer;https://spb.cian.ru/sale/flat/294661035/;Москва и МО;sale;flat;17;17;1;38.57;11490003;Василеостровский;Гавань;;Приморская;Морская Набережная ЖК
ФСК Агент;real_estate_agent;https://www.cian.ru/sale/flat/293861271/;Москва и МО;sale;flat;9;45;1;46.3;21000000;Хорошево-Мневники; Шеногина;;Шелепиха;Sydney City
Марина Добровольская;realtor;https://losino-petrovskiy.cian.ru/sale/flat/308874785/;Москва и МО;sale;flat;7;16;1;40.0;4500000;Свердловский рп; Молодежная;3;;
Estes;real_estate_agent;https://www.cian.ru/sale/flat/307590621/;Москва и МО;sale;flat;18;22;1;43.2;19200000;Щукино;Большой Волоколамский проезд;23;Стрешнево;Комплекс апартаментов B’aires
Sminex;developer;https://www.cian.ru/sale/flat/308620473/;Москва и МО;sale;flat;23;26;1;35.67;21910000;Марфино; Академика Королева;21;Бутырская;Дом Достижение
Девелопмент-Юг;real_estate_agent;https://krasnodar.cian.ru/sale/flat/290165473/;Москва и МО;sale;flat;12;24;1;41.0;5500000;Прикубанский; Конгрессная;31;;
Интергрупп;developer;https://spb.cian.ru/sale/flat/300485999/;Москва и МО;sale;flat;6;9;1;36.72;5571760;Колпинский;Заречье тер.;;Рыбацкое;Квартал Заречье
Стройспецмонтаж;developer;https://www.cian.ru/sale/flat/300986212/;Москва и МО;sale;flat;4;9;1;42.1;5600000;;;;;Мой город
РИСАН;developer;https://penza.cian.ru/sale/flat/296802866/;Москва и МО;sale;flat;7;23;1;40.6;5684000;Ленинский;;;;Центральный квартал Скала Сити ЖК
Девелопмент-Юг;real_estate_agent;https://krasnodar.cian.ru/sale/flat/292155911/;Москва и МО;sale;flat;4;5;1;48.1;5747850;Прикубанский; Имени Валерия Вишневецкого;9к3;;
ID 85641050;homeowner;https://spb.cian.ru/sale/flat/306698521/;Москва и МО;sale;flat;5;5;1;35.7;5750000;Невский;Октябрьская набережная;122К4;Ломоносовская;
ID 269655;realtor;https://podolsk.cian.ru/sale/flat/269054565/;Москва и МО;sale;flat;2;14;1;39.0;5850000;; Академика Доллежаля;22;Подольск;
Ю-Питер;real_estate_agent;https://spb.cian.ru/sale/flat/285602322/;Москва и МО;sale;flat;11;26;1;46.0;6250000;Пушкинский; Окуловская;8;Купчино;Шушары
Девелопмент-Юг;real_estate_agent;https://krasnodar.cian.ru/sale/flat/308872146/;Москва и МО;sale;flat;6;17;1;63.0;6300000;мкр. Восточно-Кругликовский; Героев-Разведчиков;23/1;;Восточный
РИСАН;developer;https://penza.cian.ru/sale/flat/278000692/;Москва и МО;sale;flat;3;16;1;48.7;6331000;Ленинский;Революционная ;с34;;Urban-квартал SVOBODA
Вектор;developer;https://odintsovo.cian.ru/sale/flat/303626639/;Москва и МО;sale;flat;1;4;1;30.5;6967000;;;;;Одинцовские кварталы
Кристалл;real_estate_agent;https://spb.cian.ru/sale/flat/304199034/;Москва и МО;sale;flat;4;11;1;33.2;7200000;Калининский;проспект Просвещения;53к1Д;Гражданский проспект;
Новые Ватутинки;developer;https://www.cian.ru/sale/flat/303067736/;Москва и МО;sale;flat;2;9;1;34.1;8442000;;;;Кедровая;Новые Ватутинки, мкр. Заречный
CENTURY 21 Перспектива;real_estate_agent;https://lyubertsy.cian.ru/sale/flat/308094762/;Москва и МО;sale;flat;20;22;1;37.8;9000000;; Кирова;9к1;Жулебино;Ареал
Инвест груп;developer;https://mytishchi.cian.ru/sale/flat/299593889/;Москва и МО;sale;flat;7;25;1;38.76;9146890;;;;Медведково;Кит 2 ЖК
Первый Трест;developer;https://ufa.cian.ru/sale/flat/293354725/;Москва и МО;sale;flat;32;33;1;31.28;9218800;Советский;бульвар Ибрагимова;90/2;;Grand&Grand
Риверхаус;developer;https://shchyolkovo.cian.ru/sale/flat/302077761/;Москва и МО;sale;flat;16;20;1;46.6;9320000;;Советская ;60;Первомайская;River House
Магазин новостроек;representative_developer;https://sochi.cian.ru/sale/flat/301730882/;Москва и МО;sale;flat;1;10;1;50.7;11407500;Лазаревский;;;;Мармелад
ID 123034424;homeowner;https://anapa.cian.ru/sale/flat/308288916/;Москва и МО;sale;flat;17;20;1;42.5;11475000;;;;;Центральный
Элитный берег;real_estate_agent;https://sochi.cian.ru/sale/flat/301255367/;Москва и МО;sale;flat;2;3;1;38.0;12000000;Красная Поляна пгт; Волоколамская;84;;
Юлия Токарь;realtor;https://krym.cian.ru/sale/flat/308132479/;Москва и МО;sale;flat;3;9;1;48.8;12200000;Ялта; Дражинского;45А;;Sky Plaza 3.0
ЛСР Санкт-Петербург;developer;https://spb.cian.ru/sale/flat/301967730/;Москва и МО;sale;flat;2;11;1;37.6;12923120;Адмиралтейский;Измайловское;;Фрунзенская;ЛСР. Измайловский
Магазин новостроек;representative_developer;https://sochi.cian.ru/sale/flat/302788690/;Москва и МО;sale;flat;5;5;1;23.1;14784000;Лазаревский;;;;Alean Resort Montvert
Century 21 Premium Property;real_estate_agent;https://www.cian.ru/sale/flat/301859610/;Москва и МО;sale;flat;13;24;1;36.8;17750000;Донской;;к3;Верхние котлы;Новоданиловская 8 ЖК
