author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
Soul Estate;real_estate_agent;https://www.cian.ru/sale/flat/307664741/;Москва;sale;flat;3;6;3;194.0;752403491;Пресненский;Гранатный переулок;6;Баррикадная;Гранатный, 6
Optima Development;developer;https://www.cian.ru/sale/flat/301041653/;Москва;sale;flat;18;41;3;96.3;65573831;Хорошевский;Ленинградский проспект;37/2;Петровский Парк;Прайм Парк
Самолет плюс Троицк;real_estate_agent;https://www.cian.ru/sale/flat/305020761/;Москва;sale;flat;3;5;3;55.1;6999999;;;5;Подольск;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/305952052/;Москва;sale;flat;2;3;3;65.7;7750000;; Генерала Донскова;23к3;Апрелевка;
CENTURY 21 Столичная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/298213793/;Москва;sale;flat;4;17;3;59.6;9400000;;;к1;Филатов Луг;Квартал Марьино ЖК
Бест офис на Таганской;real_estate_agent;https://www.cian.ru/sale/flat/308934057/;Москва;sale;flat;5;9;3;54.2;11150000;Гольяново;Хабаровская ;19К1;Гольяново;
Самолет плюс Троицк;real_estate_agent;https://www.cian.ru/sale/flat/302702262/;Москва;sale;flat;3;12;3;63.1;11800000;; Солнечная;2;Троицк;
ДВОКОМ;real_estate_agent;https://www.cian.ru/sale/flat/306786106/;Москва;sale;flat;1;12;3;62.2;11850000;Бибирево; Корнейчука;24;Бибирево;
УЮТ;real_estate_agent;https://www.cian.ru/sale/flat/308355750/;Москва;sale;flat;6;9;3;56.9;12100000;Вешняки; Молдагуловой;10К4;Вешняки;
ОГРК;real_estate_agent;https://www.cian.ru/sale/flat/305856830/;Москва;sale;flat;9;9;3;60.0;12400000;Марьино;Подольская ;9;Перерва;
Бест офис на Таганской;real_estate_agent;https://www.cian.ru/sale/flat/308297165/;Москва;sale;flat;2;9;3;58.3;12700000;Отрадное;Алтуфьевское шоссе;18Г;Отрадное;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/306653005/;Москва;sale;flat;8;9;3;50.7;13500000;Солнцево; 50 лет Октября;23К1;Говорово;
ГОРОДА;real_estate_agent;https://www.cian.ru/sale/flat/303485477/;Москва;sale;flat;6;8;3;88.0;13700000;;аллея Буковая;14;Кедровая;Андерсен
Абсолют Недвижимость;developer;https://www.cian.ru/sale/flat/304057007/;Москва;sale;flat;2;19;3;83.2;17415759;;;к2;Филатов Луг;Город-парк Первый Московский
Новые Ватутинки;real_estate_agent;https://www.cian.ru/sale/flat/306098084/;Москва;sale;flat;14;14;3;84.5;17700000;; 3-я Нововатутинская;2;Новомосковская;
Парадайс;real_estate_agent;https://www.cian.ru/sale/flat/307104148/;Москва;sale;flat;5;31;3;59.0;17800000;Метрогородок;Тагильская ;6/1;Черкизовская;Квартал Метроном
ОГРК;real_estate_agent;https://www.cian.ru/sale/flat/306788934/;Москва;sale;flat;12;12;3;62.2;17999999;Строгино; Маршала Катукова;25К1;Строгино;
ГЦН;real_estate_agent;https://www.cian.ru/sale/flat/307705987/;Москва;sale;flat;1;8;3;59.0;18500000;Савеловский;Бутырская ;53К1;Савёловская;
Адрес;real_estate_agent;https://www.cian.ru/sale/flat/305645572/;Москва;sale;flat;3;4;3;67.4;18500000;Хорошево-Мневники;Живописная ;5К6;Народное Ополчение;
do A.S.A.P.;real_estate_agent;https://www.cian.ru/sale/flat/307914279/;Москва;sale;flat;9;23;3;92.7;18770000;Некрасовка; Маресьева;7к4;Некрасовка;Квартал Некрасовка
Наталия Шпрингер;realtor;https://www.cian.ru/sale/flat/307856167/;Москва;sale;flat;6;9;3;58.7;18750000;Коньково; Генерала Антонова;5К1;Беляево;
Villagio Realty;real_estate_agent;https://www.cian.ru/sale/flat/305913440/;Москва;sale;flat;4;9;3;61.6;18990000;Северное Измайлово;16-я Парковая ;49К2;Щёлковская;
One Life;real_estate_agent;https://www.cian.ru/sale/flat/306026684/;Москва;sale;flat;8;18;3;76.1;19000000;Останкинский;Березовая аллея;19к1;Ботанический сад;Апарт-комплекс Легендарный квартал
ГОРОДА;real_estate_agent;https://www.cian.ru/sale/flat/306478608/;Москва;sale;flat;8;17;3;83.8;19200000;Марьино;Батайский проезд;65;Марьино;
Денис Циликин;realtor;https://www.cian.ru/sale/flat/308141271/;Москва;sale;flat;3;12;3;81.0;19299999;Северное Бутово;Ратная ;10К1;Бульвар Дмитрия Донского;
Павел Балеевский;realtor;https://www.cian.ru/sale/flat/308548427/;Москва;sale;flat;11;12;3;61.9;19250000;Фили-Давыдково;Инициативная ;7К2;Давыдково;
Новое Летово;developer;https://www.cian.ru/sale/flat/296320440/;Москва;sale;flat;2;7;3;83.5;19789500;;;к1;Филатов Луг;Новое Летово ЖК
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/308291981/;Москва;sale;flat;10;22;3;81.4;19900000;;Родниковая ;30к3;Саларьево;Румянцево-Парк
Главстрой;developer;https://www.cian.ru/sale/flat/296871940/;Москва;sale;flat;2;30;3;68.0;20025660;Рязанский;Рязанский проспект;;Окская;balance
Самолет Плюс Москва;real_estate_agent;https://www.cian.ru/sale/flat/301429659/;Москва;sale;flat;3;22;3;75.1;20200000;Ясенево;Литовский бульвар;15К1;Ясенево;
ФСК Агент;real_estate_agent;https://www.cian.ru/sale/flat/306521737/;Москва;sale;flat;2;16;3;78.2;20490000;;бульвар Скандинавский;2к3;Потапово;Скандинавия
Ирина Тарасова;realtor;https://www.cian.ru/sale/flat/308209530/;Москва;sale;flat;10;17;3;74.1;20500000;Бескудниковский;Дубнинская ;5К2;Верхние Лихоборы;
Новое Летово;developer;https://www.cian.ru/sale/flat/296321306/;Москва;sale;flat;5;8;3;85.4;20726580;;;к2;Филатов Луг;Новое Летово ЖК
ФСК Агент;real_estate_agent;https://www.cian.ru/sale/flat/304595186/;Москва;sale;flat;16;22;3;78.1;20900000;Покровское-Стрешнево;Волоколамское шоссе;71/22к2;Спартак;Апарт-комплекс Движение.Тушино
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/307911646/;Москва;sale;flat;18;22;3;81.2;21200000;Митино; Барышиха;23;Митино;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/301355095/;Москва;sale;flat;8;25;3;73.1;21500000;Метрогородок;Тагильская ;4к1;Бульвар Рокоссовского;Сиреневый парк
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/305672134/;Москва;sale;flat;9;12;3;88.0;21990000;; Василия Аксенова;4;Рассказовка;Переделкино Ближнее Город-парк
АЯКС;real_estate_agent;https://www.cian.ru/sale/flat/308358972/;Москва;sale;flat;3;12;3;65.0;21990000;Дмитровский;Ангарская ;45К4;Грачёвская;
ФСК Агент;real_estate_agent;https://www.cian.ru/sale/flat/304344921/;Москва;sale;flat;4;43;3;64.9;22000000;Покровское-Стрешнево;Строительный проезд;9С6;Трикотажная;Sky Garden
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/306894149/;Москва;sale;flat;2;9;3;56.8;22100000;Ломоносовский; Вавилова;86;Новые Черёмушки;
PRO ОБМЕН;real_estate_agent;https://www.cian.ru/sale/flat/303077896/;Москва;sale;flat;7;20;3;76.4;22490000;Можайский; Красных Зорь;59Б;Рабочий посёлок;
Князев и Партнёры;real_estate_agent;https://www.cian.ru/sale/flat/299495945/;Москва;sale;flat;4;6;3;68.5;22500000;Басманный;Спартаковский переулок;26С2;Бауманская;
ФСК Агент;real_estate_agent;https://www.cian.ru/sale/flat/308136375/;Москва;sale;flat;18;30;3;75.7;22500000;Покровское-Стрешнево;Строительный проезд;9С6;Трикотажная;Sky Garden
Isaev Estate;real_estate_agent;https://www.cian.ru/sale/flat/308750443/;Москва;sale;flat;2;5;3;62.0;22600000;Измайлово;3-я Парковая ;33;Измайловская;
ФЛИП;real_estate_agent;https://www.cian.ru/sale/flat/307128245/;Москва;sale;flat;9;9;3;63.6;22900000;Беговой;Верхняя ;3К1;Белорусская;
ФСК Агент;real_estate_agent;https://www.cian.ru/sale/flat/296918208/;Москва;sale;flat;32;44;3;65.0;22900000;Покровское-Стрешнево;Строительный проезд;9С6;Трикотажная;Sky Garden
Кирилл Икрянников;realtor;https://www.cian.ru/sale/flat/307127828/;Москва;sale;flat;7;9;3;68.0;22800000;Войковский; Клары Цеткин;19;Войковская;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/308495613/;Москва;sale;flat;15;17;3;70.0;23000000;Северное Тушино; Вилиса Лациса;38к1;Планерная;
На Петровке;real_estate_agent;https://www.cian.ru/sale/flat/302867185/;Москва;sale;flat;11;24;3;85.0;23200000;Марьино;Люблинская ;165К2;Марьино;
Елена Соколова;realtor;https://www.cian.ru/sale/flat/302059900/;Москва;sale;flat;2;28;3;73.0;23100000;Даниловский;1-я оч.;к7;ЗИЛ;Shagal
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/308095520/;Москва;sale;flat;15;17;3;75.6;23999999;Бескудниковский;Дмитровское шоссе;74К1;Верхние Лихоборы;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/308205893/;Москва;sale;flat;16;18;3;77.0;23990000;Ломоносовский; Академика Пилюгина;12К2;Новаторская;
ГОРОДА;real_estate_agent;https://www.cian.ru/sale/flat/308023101/;Москва;sale;flat;5;5;3;65.4;24000000;Щукино; Маршала Василевского;13К1;Щукинская;
Villagio Realty;real_estate_agent;https://www.cian.ru/sale/flat/307912282/;Москва;sale;flat;15;26;3;54.2;24300000;Нагатино-Садовники;Нагатинская набережная;10А;Нагатинская;Level Нагатинская
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/308874410/;Москва;sale;flat;20;20;3;72.7;24500000;;Родниковая ;30к1;Саларьево;Румянцево-Парк
do A.S.A.P.;real_estate_agent;https://www.cian.ru/sale/flat/306820366/;Москва;sale;flat;8;23;3;87.0;24600000;Нижегородский;Газгольдерная ;10;Стахановская;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/305918195/;Москва;sale;flat;5;5;3;93.4;24990000;Коптево;Коптевская ;83К2;Коптево;
CENTURY 21 Столичная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/304542743/;Москва;sale;flat;9;17;3;77.5;24990000;Тропарево-Никулино;Никулинская ;23К3;Озёрная;
Замоскворечье;real_estate_agent;https://www.cian.ru/sale/flat/308155578/;Москва;sale;flat;17;17;3;74.0;25000000;Черемушки;Новочеремушкинская ;50К3;Новые Черёмушки;
ID 57370241;homeowner;https://www.cian.ru/sale/flat/307358285/;Москва;sale;flat;6;28;3;62.8;25000000;Покровское-Стрешнево;Волоколамское шоссе;95/2к5;Трикотажная;City Bay
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/308072905/;Москва;sale;flat;1;17;3;73.0;25500000;Черемушки; Наметкина;9К3;Новые Черёмушки;
ID 74438895;realtor;https://www.cian.ru/sale/flat/307668521/;Москва;sale;flat;8;29;3;80.7;25800550;Южнопортовый;Волгоградский проспект;32/3к4;Угрешская;Метрополия
PEOPLE;real_estate_agent;https://www.cian.ru/sale/flat/308556938/;Москва;sale;flat;2;24;3;60.1;25700000;Хорошево-Мневники;проспект Маршала Жукова;37К2;Народное Ополчение;Wellton park
Макспол Парк Культуры;real_estate_agent;https://www.cian.ru/sale/flat/306562013/;Москва;sale;flat;8;22;3;73.3;26000000;Покровское-Стрешнево;Волоколамское шоссе;71/22к1;Спартак;Апарт-комплекс Движение.Тушино
CENTURY 21 RnB Estate;real_estate_agent;https://www.cian.ru/sale/flat/307433962/;Москва;sale;flat;2;9;3;56.8;26000000;Дорогомилово;Большая Дорогомиловская ;16;Киевская;
Винидиктов и Партнеры;real_estate_agent;https://www.cian.ru/sale/flat/307552333/;Москва;sale;flat;5;22;3;70.0;25970000;Теплый Стан;Ленинский проспект;125К1;Тропарёво;
TNN Realty;real_estate_agent;https://www.cian.ru/sale/flat/305698948/;Москва;sale;flat;11;15;3;60.7;26000000;Даниловский;проспект Лихачева;20;Технопарк;Nagatino i-Land
ФСК Агент;real_estate_agent;https://www.cian.ru/sale/flat/308521273/;Москва;sale;flat;17;30;3;69.0;26500000;Можайский; Петра Алексеева;14;Давыдково;КутузовGRAD II
Prime;real_estate_agent;https://www.cian.ru/sale/flat/294855826/;Москва;sale;flat;2;17;3;68.4;26500000;; Татьянин Парк;11;Говорово;Татьянин Парк
