author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
Этажи Чита;real_estate_agent;https://chita.cian.ru/sale/flat/297968319/;Москва и МО;sale;flat;4;9;4;127.8;15400000;Ингодинский;Ангарская ;19;;
ТИС;developer;https://tyumen.cian.ru/sale/flat/299379719/;Москва и МО;sale;flat;11;25;4;122.1;15568000;Центральный; Тимофея Кармацкого;17;;Этика
ПМД;developer;https://perm.cian.ru/sale/flat/299499634/;Москва и МО;sale;flat;9;30;4;89.7;15639000;Ленинский; Пушкина;91;;Квартал Эволюция
ID 76815510;homeowner;https://tyumen.cian.ru/sale/flat/304917378/;Москва и МО;sale;flat;7;7;4;122.0;15800000;д. Дударева;проезд Академический;9;;
ЭСТЕЙТ ПЛЮС;representative_developer;https://perm.cian.ru/sale/flat/298643409/;Москва и МО;sale;flat;4;25;4;130.7;15814700;Свердловский; Революции;2А;;Дом на Революции BOTANICA
Зодчий;real_estate_agent;https://cheboksary.cian.ru/sale/flat/307442235/;Москва и МО;sale;flat;6;8;4;122.3;15900000;Калининский; И.П. Прокопьева;7к1;;Welltown
Брусника;developer;https://surgut.cian.ru/sale/flat/285458066/;Москва и МО;sale;flat;2;17;4;117.45;16290000;;;;;Квартал 
Буран;developer;https://astrahan.cian.ru/sale/flat/283347470/;Москва и МО;sale;flat;19;21;4;117.94;16500000;Советский; Трофимова;1;;Клубный квартал Лотос Парк
Этажи Чита;real_estate_agent;https://chita.cian.ru/sale/flat/297478202/;Москва и МО;sale;flat;5;6;4;131.6;17000000;Центральный; Чкалова;144;;
Горстрой;developer;https://irkutsk.cian.ru/sale/flat/295101611/;Москва и МО;sale;flat;1;8;4;79.8;17152343;Октябрьский;набережная Верхняя;129;;Клубный дом Riverang
Унистрой;developer;https://ekb.cian.ru/sale/flat/301023127/;Москва и МО;sale;flat;25;27;4;125.8;17196000;Верх-Исетский;;;Площадь 1905 года;Риверсайд ЖК
Самолет Плюс на Советской;real_estate_agent;https://yoshkar-ola.cian.ru/sale/flat/295437477/;Москва и МО;sale;flat;1;5;4;62.8;4100000;Йошкар-Ола; Мира;103;;
КРАЙНОВ  недвижимость;real_estate_agent;https://voronezh.cian.ru/sale/flat/307219599/;Москва и МО;sale;flat;5;5;4;62.8;4200000;Советский; Шендрикова;12;;
Грани;real_estate_agent;https://voronezh.cian.ru/sale/flat/303358435/;Москва и МО;sale;flat;4;5;4;62.8;4200000;Советский;Южно-Моравская ;34;;
Дачный сезон;real_estate_agent;https://kemerovo.cian.ru/sale/flat/303362087/;Москва и МО;sale;flat;1;5;4;60.9;4200000;Рудничный;Советская ;6;;
ОСНОВАНИЕ;real_estate_agent;https://belgorod.cian.ru/sale/flat/298875018/;Москва и МО;sale;flat;3;5;4;75.2;4300000;Пролетарский рп; Ватутина;;;
Этажи Тула;real_estate_agent;https://tula.cian.ru/sale/flat/308383760/;Москва и МО;sale;flat;5;5;4;74.8;4500000;мкр. Косая Гора; Пушкина;18;;
Борисов;real_estate_agent;https://kaluga.cian.ru/sale/flat/305284509/;Москва и МО;sale;flat;2;5;4;60.9;4600000;Малоярославец; Карла Маркса;7;;
37 РЕГИОН;real_estate_agent;https://ivanovo.cian.ru/sale/flat/307481759/;Москва и МО;sale;flat;1;5;4;58.0;4900000;Ленинский;Кавалерийская ;60;;
Грани;real_estate_agent;https://voronezh.cian.ru/sale/flat/307554277/;Москва и МО;sale;flat;2;9;4;74.0;4950000;Левобережный; Писарева;17А;;
Галерея Недвижимости;real_estate_agent;https://habarovsk.cian.ru/sale/flat/308268558/;Москва и МО;sale;flat;4;5;4;83.8;4990000;;;;;
Домнушка;real_estate_agent;https://voronezh.cian.ru/sale/flat/307425834/;Москва и МО;sale;flat;5;9;4;69.1;5000000;Коминтерновский;Политехнический переулок;14;;
Риелт-Сервис;real_estate_agent;https://krym.cian.ru/sale/flat/297992609/;Москва и МО;sale;flat;5;6;4;61.5;5000000;Керчь; Льва Толстого;130;;
Самолет Плюс Уфа;real_estate_agent;https://ufa.cian.ru/sale/flat/307812822/;Москва и МО;sale;flat;4;5;4;71.1;5190000;Орджоникидзевский; Коммунаров;62;;
МИЭЛЬ Офис в Нижнем Тагиле;real_estate_agent;https://ekb.cian.ru/sale/flat/295306857/;Москва и МО;sale;flat;7;9;4;89.9;5200000;Дзержинский; Юности;53;;
Инвест Недвижимость;real_estate_agent;https://kemerovo.cian.ru/sale/flat/305566994/;Москва и МО;sale;flat;2;5;4;61.1;5200000;Ленинский;Ленинградский проспект;21в;;
Мега-Балт;real_estate_agent;https://solnechnogorsk.cian.ru/sale/flat/308838270/;Москва и МО;sale;flat;2;5;4;60.0;5300000;Солнечногорск;Школьная ;7;;
МИЭЛЬ Офис в Нижнем Тагиле;real_estate_agent;https://ekb.cian.ru/sale/flat/298982119/;Москва и МО;sale;flat;7;9;4;76.3;5500000;Ленинский; Дружинина;62;;
ЭТАЖИ Барнаул;real_estate_agent;https://barnaul.cian.ru/sale/flat/307983640/;Москва и МО;sale;flat;2;5;4;59.2;5500000;Октябрьский; Воровского;113;;
Грани;real_estate_agent;https://voronezh.cian.ru/sale/flat/308513424/;Москва и МО;sale;flat;4;9;4;67.9;5600000;Железнодорожный; Артамонова;24;;
Компас;real_estate_agent;https://voronezh.cian.ru/sale/flat/306679532/;Москва и МО;sale;flat;9;9;4;96.5;5950000;Коминтерновский;бульвар Победы;7;;
Светлана Анатольевна Рязанцева;realtor;https://nn.cian.ru/sale/flat/298419166/;Москва и МО;sale;flat;4;5;4;60.0;5990000;Дзержинск; Комбрига Патоличева;3А;;
Золотой век;real_estate_agent;https://bryansk.cian.ru/sale/flat/300142903/;Москва и МО;sale;flat;5;10;4;78.5;5950000;Бежицкий;Комсомольская ;18;;
Самолет Плюс Томск;real_estate_agent;https://tomsk.cian.ru/sale/flat/306294939/;Москва и МО;sale;flat;4;5;4;58.0;6100000;Октябрьский;тракт Иркутский;27/3;;
Этажи Кострома;real_estate_agent;https://kostroma.cian.ru/sale/flat/308598529/;Москва и МО;sale;flat;5;5;4;79.8;6150000;пос. Караваево; Штеймана;60;;
Самолет Плюс Уфа;real_estate_agent;https://ufa.cian.ru/sale/flat/292261336/;Москва и МО;sale;flat;3;3;4;85.0;6150000;Орджоникидзевский; Ладыгина;21;;
Твой-Дом;real_estate_agent;https://kemerovo.cian.ru/sale/flat/307282056/;Москва и МО;sale;flat;4;10;4;88.0;6250000;Новоильинский; 11-й Гвардейской Армии;5;;
Самолет Плюс Уфа;real_estate_agent;https://ufa.cian.ru/sale/flat/287063184/;Москва и МО;sale;flat;8;9;4;80.3;6200000;Октябрьский;Российская ;43/10;;
Данис Девелопмент;real_estate_agent;https://krasnodar.cian.ru/sale/flat/307004807/;Москва и МО;sale;flat;4;5;4;58.5;6300000;мкр. Гидростроителей; Игнатова;57;;
Самолет Плюс Уфа;real_estate_agent;https://ufa.cian.ru/sale/flat/294813219/;Москва и МО;sale;flat;5;5;4;95.0;6395000;Октябрьский;Комсомольская ;100/1;;
Новактив;real_estate_agent;https://novosibirsk.cian.ru/sale/flat/293235798/;Москва и МО;sale;flat;8;12;4;75.9;6460000;Ленинский; Немировича-Данченко;2/1;Площадь Маркса;
Ипотечное агенство Югры;real_estate_agent;https://hmao.cian.ru/sale/flat/308732656/;Москва и МО;sale;flat;2;9;4;83.2;6400000;Нижневартовск;Интернациональная ;59;;
Самолет Плюс Уфа;real_estate_agent;https://ufa.cian.ru/sale/flat/304361294/;Москва и МО;sale;flat;1;9;4;70.8;6400000;Кировский;Батырская ;18;;
Альбина Ягодкина;realtor;https://ivanovo.cian.ru/sale/flat/301298918/;Москва и МО;sale;flat;7;10;4;73.0;6500000;Октябрьский;Минская ;7;;
Владис;real_estate_agent;https://lipetsk.cian.ru/sale/flat/308163031/;Москва и МО;sale;flat;6;10;4;78.8;6500000;мкр. 24-й;бульвар Имени Павла Шубина;2;;
ВЕРОНА;real_estate_agent;https://krasnodar.cian.ru/sale/flat/306816334/;Москва и МО;sale;flat;2;9;4;75.1;6500000;мкр. Гидростроителей; Дмитрия Благоева;48;;
Этажи Тюмень;real_estate_agent;https://tyumen.cian.ru/sale/flat/308341364/;Москва и МО;sale;flat;7;9;4;73.0;6790000;мкр. СМП;Сосьвинская ;47;;
Новактив;real_estate_agent;https://novosibirsk.cian.ru/sale/flat/308606900/;Москва и МО;sale;flat;1;9;4;72.1;6800000;Заельцовский;Каунасская ;7;Заельцовская;
ТОЧНО. Недвижимость;real_estate_agent;https://penza.cian.ru/sale/flat/302595786/;Москва и МО;sale;flat;4;7;4;93.5;6850000;Ленинский; Кирова;18Б;;
Новактив;real_estate_agent;https://novosibirsk.cian.ru/sale/flat/295650454/;Москва и МО;sale;flat;5;9;4;74.8;6900000;Заельцовский;Линейная ;31/1;Гагаринская;
ВЕРОНА;real_estate_agent;https://krasnodar.cian.ru/sale/flat/285880160/;Москва и МО;sale;flat;3;9;4;74.4;6900000;мкр. Комсомольский;Симферопольская ;40;;
Этажи Тюмень;real_estate_agent;https://tyumen.cian.ru/sale/flat/304180330/;Москва и МО;sale;flat;6;9;4;73.8;6900000;мкр. Южный 2-й; Николая Чаплина;132;;
Лариса Бибишева;realtor;https://ulan-ude.cian.ru/sale/flat/308817606/;Москва и МО;sale;flat;5;8;4;72.0;6990000;Октябрьский;Приречная ;3;;
Юг-Стройфорт;developer;https://rostov.cian.ru/sale/flat/280556455/;Москва и МО;sale;flat;14;24;4;77.92;7168640;;;;;Мечта
RIK Vivo;real_estate_agent;https://spb.cian.ru/sale/flat/278489229/;Москва и МО;sale;flat;5;5;4;78.0;7400000;; Гагарина;4;Рыбацкое;
Ипотечное агенство Югры;real_estate_agent;https://hmao.cian.ru/sale/flat/306822510/;Москва и МО;sale;flat;3;9;4;85.4;7500000;Нижневартовск;Интернациональная ;2Гк1;;
Красная Площадь;real_estate_agent;https://stavropol.cian.ru/sale/flat/308738075/;Москва и МО;sale;flat;1;5;4;102.0;7700000;Ленинский; Артема;7А;;
Самолет Плюс Уфа;real_estate_agent;https://ufa.cian.ru/sale/flat/295032717/;Москва и МО;sale;flat;3;9;4;78.6;7650000;Калининский; Георгия Мушникова;11;;
Этажи Тула;real_estate_agent;https://tula.cian.ru/sale/flat/308383763/;Москва и МО;sale;flat;3;9;4;79.5;7800000;Привокзальный;шоссе Калужское;7;;
ID 122864764;homeowner;https://kemerovo.cian.ru/sale/flat/308325696/;Москва и МО;sale;flat;4;9;4;76.6;7850000;Белово;Октябрьская ;63;;
Этажи Тюмень;real_estate_agent;https://tyumen.cian.ru/sale/flat/308341459/;Москва и МО;sale;flat;4;10;4;112.1;7900000;мкр. Дом Обороны; Клары Цеткин;29к3;;
FisherGroup;real_estate_agent;https://spb.cian.ru/sale/flat/307630945/;Москва и МО;sale;flat;1;3;4;64.4;8000000;Кировский; Трефолева;14;Кировский завод;
Эксперт Профи;real_estate_agent;https://ufa.cian.ru/sale/flat/305007038/;Москва и МО;sale;flat;2;10;4;79.0;8000000;Октябрьский;Комсомольская ;26;;
ID 119490470;homeowner;https://ekb.cian.ru/sale/flat/305039087/;Москва и МО;sale;flat;6;9;4;74.7;8000000;;;;;
Аякс Тула;real_estate_agent;https://tula.cian.ru/sale/flat/305634024/;Москва и МО;sale;flat;2;9;4;94.0;8200000;Пролетарский; Кутузова;34;;
Вариант;real_estate_agent;https://penza.cian.ru/sale/flat/299214719/;Москва и МО;sale;flat;2;11;4;94.4;8250000;Первомайский; Калинина;89;;
Страна Девелопмент;developer;https://tyumen.cian.ru/sale/flat/295663985/;Москва и МО;sale;flat;3;16;4;75.2;8320000;Калининский;Интернациональная ;199к10;;Юнион
Самолет Плюс Уфа;real_estate_agent;https://ufa.cian.ru/sale/flat/294364678/;Москва и МО;sale;flat;11;27;4;78.2;10300000;Кировский; Авроры;18к1;;TERLE PARK
ЭТАЖИ Ульяновск;real_estate_agent;https://ulyanovsk.cian.ru/sale/flat/305231702/;Москва и МО;sale;flat;1;9;4;114.8;10390000;Заволжский; Врача Михайлова;48;;
СОВА Недвижимость Махачкала;real_estate_agent;https://mahachkala.cian.ru/sale/flat/307513310/;Москва и МО;sale;flat;4;5;4;84.0;10500000;Кировский; Радужная;10В;;
Термодом;developer;https://penza.cian.ru/sale/flat/295329064/;Москва и МО;sale;flat;5;18;4;121.89;10506918;Ленинский; 8 Марта;31к5;;8 марта
Смени Квартиру;real_estate_agent;https://perm.cian.ru/sale/flat/308743897/;Москва и МО;sale;flat;4;12;4;108.9;10600000;Индустриальный; Советской Армии;45;;
ID 97565154;homeowner;https://chelyabinsk.cian.ru/sale/flat/280681579/;Москва и МО;sale;flat;5;5;4;139.0;10600000;Советский;Станционная ;10;;
ID 123027532;homeowner;https://hmao.cian.ru/sale/flat/308283478/;Москва и МО;sale;flat;11;14;4;140.0;10800000;Нижневартовск;Омская ;25;;
Парадайс;real_estate_agent;https://www.cian.ru/sale/flat/308049593/;Москва и МО;sale;flat;2;9;4;62.8;10990000;Матушкино;Зеленоград;к424В;Зеленоград — Крюково;
ID 116496037;homeowner;https://kemerovo.cian.ru/sale/flat/307501971/;Москва и МО;sale;flat;8;11;4;103.0;10900000;Заводский; Тухачевского;47;;
ТИС;developer;https://tyumen.cian.ru/sale/flat/297241527/;Москва и МО;sale;flat;13;14;4;96.04;10992000;;;;;Гринвуд
Этажи Тюмень;real_estate_agent;https://tyumen.cian.ru/sale/flat/304180174/;Москва и МО;sale;flat;17;19;4;99.0;11000000;Ленинский; Тимофея Чаркова;79;;Микрорайон Звездный
Парадайс;real_estate_agent;https://solnechnogorsk.cian.ru/sale/flat/308616115/;Москва и МО;sale;flat;5;16;4;75.0;11100000;;;;;
Конструктив Девелопмент;developer;https://krasnoyarsk.cian.ru/sale/flat/292228242/;Москва и МО;sale;flat;16;24;4;89.5;11187500;Кировский; Апрельская;9;;Прогресс — кварталы 
Термодом;developer;https://penza.cian.ru/sale/flat/295329074/;Москва и МО;sale;flat;6;18;4;129.24;11140488;Ленинский; 8 Марта;31к5;;8 марта
Самолет Плюс Уфа;real_estate_agent;https://ufa.cian.ru/sale/flat/284403892/;Москва и МО;sale;flat;10;11;4;112.0;11200000;Советский;Комсомольская ;21/1;;
Этажи Феодосия;real_estate_agent;https://krym.cian.ru/sale/flat/308542987/;Москва и МО;sale;flat;5;5;4;84.6;11330000;Феодосия;бульвар Старшинова;25;;
ЮБК-ЭЛИТ;real_estate_agent;https://krym.cian.ru/sale/flat/304949331/;Москва и МО;sale;flat;3;16;4;88.2;11700000;Ялта; Кривошты;;;
Светлана Анатольевна Рязанцева;realtor;https://nn.cian.ru/sale/flat/298707545/;Москва и МО;sale;flat;8;9;4;124.0;11900000;Дзержинск;Октябрьская ;5Б;;
МонолитХолдинг;developer;https://krasnoyarsk.cian.ru/sale/flat/302880835/;Москва и МО;sale;flat;2;8;4;100.25;11989900;Октябрьский; Становая;1/1;;Юдинский
ID 117723917;homeowner;https://groznyy.cian.ru/sale/flat/303283025/;Москва и МО;sale;flat;9;13;4;121.0;12000000;Старопромысловский;Старопромысловское шоссе;24к5;;
Самолет Плюс Уфа;real_estate_agent;https://ufa.cian.ru/sale/flat/287274759/;Москва и МО;sale;flat;8;9;4;154.1;12349000;Октябрьский;Российская ;98/1;;
ID 122485195;real_estate_agent;https://krym.cian.ru/sale/flat/308453984/;Москва и МО;sale;flat;2;7;4;78.1;12500000;Ялта; Тимирязева;27;;
Альян;real_estate_agent;https://krym.cian.ru/sale/flat/307261509/;Москва и МО;sale;flat;9;9;4;77.7;12700000;Алушта; 60 лет СССР;12;;
ОСТ;developer;https://tula.cian.ru/sale/flat/298475952/;Москва и МО;sale;flat;14;16;4;93.95;12743201;;;;;Баташи Парк
ОГРК;real_estate_agent;https://balashikha.cian.ru/sale/flat/307505927/;Москва и МО;sale;flat;5;6;4;72.0;12850000;; Народного ополчения;4;Железнодорожная;Столичный
Кристалл;real_estate_agent;https://spb.cian.ru/sale/flat/308153597/;Москва и МО;sale;flat;1;16;4;77.9;12800000;Приморский;Афонская ;14;Удельная;
Самолет Плюс Уфа;real_estate_agent;https://ufa.cian.ru/sale/flat/305039861/;Москва и МО;sale;flat;5;16;4;97.7;13000000;Кировский;Бакалинская ;25;;
Этажи Санкт-Петербург;real_estate_agent;https://spb.cian.ru/sale/flat/307221404/;Москва и МО;sale;flat;2;5;4;75.2;13300000;Центральный; Марата;70а-70б;Звенигородская;
ID 114231321;homeowner;https://krasnoyarsk.cian.ru/sale/flat/303969246/;Москва и МО;sale;flat;4;10;4;138.0;16000000;Советский; Дубенского;4Ж;;
ТОЧНО;developer;https://krasnodar.cian.ru/sale/flat/293690409/;Москва и МО;sale;flat;24;24;4;109.99;16131865;;;;;Родные Просторы
Арбан;developer;https://krasnoyarsk.cian.ru/sale/flat/300349643/;Москва и МО;sale;flat;6;17;4;91.1;16398000;Центральный; Шахтеров;33А;;Барбарис
Девелопмент-Юг;real_estate_agent;https://krasnodar.cian.ru/sale/flat/303219009/;Москва и МО;sale;flat;14;17;4;86.0;16500000;мкр. Фестивальный; Яна Полуяна;47;;Солнечный
Арбан;developer;https://krasnoyarsk.cian.ru/sale/flat/294152452/;Москва и МО;sale;flat;2;17;4;96.8;16649600;Свердловский;;;;Портовый
Арбан;developer;https://krasnoyarsk.cian.ru/sale/flat/294152460/;Москва и МО;sale;flat;7;17;4;96.0;16800000;Свердловский;;;;Портовый
Эксперт  Гарант;real_estate_agent;https://ufa.cian.ru/sale/flat/294812674/;Москва и МО;sale;flat;6;24;4;83.0;16900000;Орджоникидзевский;проспект Октября;107А;;Четыре сезона
Мир Квартир Элит;real_estate_agent;https://spb.cian.ru/sale/flat/300660243/;Москва и МО;sale;flat;2;8;4;90.0;17000000;Кировский;Двинская ;6;Нарвская;Принцип
Самолет Плюс Уфа;real_estate_agent;https://ufa.cian.ru/sale/flat/304955835/;Москва и МО;sale;flat;2;18;4;138.9;16990000;Кировский; Октябрьской Революции;62;;
Абсолют Крым;real_estate_agent;https://krym.cian.ru/sale/flat/302145526/;Москва и МО;sale;flat;3;4;4;180.0;17500000;Феодосия; Горького;4;;
Парадайс;real_estate_agent;https://smolensk.cian.ru/sale/flat/308536827/;Москва и МО;sale;flat;4;4;4;176.0;17500000;Ленинский;Пригородная ;18;;
Новый Город;real_estate_agent;https://tyumen.cian.ru/sale/flat/303953522/;Москва и МО;sale;flat;16;17;4;127.0;17500000;мкр. Исторический;Комсомольская ;75;;
doASAP;real_estate_agent;https://yaroslavl.cian.ru/sale/flat/299021598/;Москва и МО;sale;flat;10;11;4;124.1;17684250;Кировский; Городской Вал;15к2;;Сердце Ярославля
Barin-Home;real_estate_agent;https://krym.cian.ru/sale/flat/308673132/;Москва и МО;sale;flat;9;9;4;92.4;18000000;Ялта; Тимирязева;39;;
РУСКОЛ;real_estate_agent;https://spb.cian.ru/sale/flat/308931836/;Москва и МО;sale;flat;2;5;4;89.6;17900000;Центральный;Ковенский переулок;9Б;Маяковская;
Метрика Недвижимость;real_estate_agent;https://spb.cian.ru/sale/flat/306881904/;Москва и МО;sale;flat;2;9;4;103.0;17990000;Курортный; Токарева;8;Беговая;
Метраж;real_estate_agent;https://rostov.cian.ru/sale/flat/304700737/;Москва и МО;sale;flat;13;16;4;120.0;18000000;Ворошиловский; Евдокимова;37а;;
Виктория Вип;real_estate_agent;https://perm.cian.ru/sale/flat/307953338/;Москва и МО;sale;flat;22;24;4;109.5;17900000;Свердловский; Чернышевского;15А;;Альпийская горка
Homeapp;real_estate_agent;https://lyubertsy.cian.ru/sale/flat/305290615/;Москва и МО;sale;flat;5;14;4;114.8;18500000;;Октябрьский проспект;14;Жулебино;
ФСК Агент;real_estate_agent;https://lyubertsy.cian.ru/sale/flat/308694537/;Москва и МО;sale;flat;8;25;4;83.5;18600000;; Рождественская;8;Люберцы;1-й Лермонтовский
ОСТ;developer;https://tula.cian.ru/sale/flat/298476372/;Москва и МО;sale;flat;7;8;4;128.3;19533675;Привокзальный; Смидович;18Б;;Смидович дом
NIKA ESTATE;real_estate_agent;https://krasnogorsk.cian.ru/sale/flat/303266328/;Москва и МО;sale;flat;12;17;4;97.0;19990000;;бульвар Красногорский;11;Пенягино;
ID 91937556;homeowner;https://kaliningrad.cian.ru/sale/flat/274523873/;Москва и МО;sale;flat;5;6;4;123.5;19950000;Центральный; Степана Разина;39А;;
Этажи Тюмень;real_estate_agent;https://tyumen.cian.ru/sale/flat/308341408/;Москва и МО;sale;flat;17;17;4;127.8;20000000;Восточный; Михаила Сперанского;45;;мкр. Видный
ФСК Агент;real_estate_agent;https://www.cian.ru/sale/flat/304346528/;Москва и МО;sale;flat;9;16;4;103.4;20000000;Южное Бутово;Скобелевская ;23К4;Улица Скобелевская;
Концерн Сибирь;real_estate_agent;https://novosibirsk.cian.ru/sale/flat/305854107/;Москва и МО;sale;flat;7;17;4;118.0;20000000;Ленинский;;73;Студенческая;
Винсент Недвижимость Центральный Офис номер 1;real_estate_agent;https://sochi.cian.ru/sale/flat/290914521/;Москва и МО;sale;flat;2;17;4;102.0;20000000;Центральный; Бамбуковая;42;;
CG DEVELOPMENT;developer;https://vladimir.cian.ru/sale/flat/295406300/;Москва и МО;sale;flat;5;12;4;119.6;20332000;Ковров; Чернышевского;10;;Клубный дом 
Лига Недвижимости;real_estate_agent;https://spb.cian.ru/sale/flat/302127573/;Москва и МО;sale;flat;3;4;4;143.0;31000000;Петроградский;проспект Малый Петроградской стороны;57;Чкаловская;
Yalta-Dom;real_estate_agent;https://krym.cian.ru/sale/flat/291701540/;Москва и МО;sale;flat;3;3;4;140.0;32000000;Ялта; Леси Украинки;;;
Мир Квартир Элит;real_estate_agent;https://spb.cian.ru/sale/flat/306252919/;Москва и МО;sale;flat;2;4;4;98.0;32900000;Адмиралтейский;набережная Реки Фонтанки;94;Спасская;
Euroinvest Development;developer;https://spb.cian.ru/sale/flat/298800503/;Москва и МО;sale;flat;11;11;4;102.7;33377500;Московский; Решетникова;29;Электросила;iD Park Pobedy
Этажи Москва;real_estate_agent;https://istra.cian.ru/sale/flat/306277546/;Москва и МО;sale;flat;1;5;4;153.2;34000000;Павловский квартал ЖК; Новая;16;;
Место;real_estate_agent;https://www.cian.ru/sale/flat/303712309/;Москва и МО;sale;flat;28;32;4;120.0;34700000;Бутырский; Руставели;16к2;Бутырская;Руставели 14
Московский Квартал;real_estate_agent;https://www.cian.ru/sale/flat/307087149/;Москва и МО;sale;flat;5;8;4;105.0;34999990;Дорогомилово;Киевская ;18;Студенческая;
Мир квартир элит Крестовский;real_estate_agent;https://spb.cian.ru/sale/flat/307872242/;Москва и МО;sale;flat;2;5;4;154.0;34950000;Центральный;Невский проспект;173;Площадь Александра Невского;
EstateLiga;real_estate_agent;https://www.cian.ru/sale/flat/307823366/;Москва и МО;sale;flat;2;37;4;96.1;35000000;Раменки;Мосфильмовская ;98к1;Аминьевская;Огни
GENESIS Asset Management;real_estate_agent;https://krym.cian.ru/sale/flat/302667071/;Москва и МО;sale;flat;3;5;4;144.5;35574000;Алушта; Западная;4к3/2;;Крымская Резиденция
Этажи Тюмень;real_estate_agent;https://tyumen.cian.ru/sale/flat/308366136/;Москва и МО;sale;flat;9;10;4;130.0;36000000;мкр. Зарека; Газовиков;36;;Европейский квартал
Villagio Realty;real_estate_agent;https://www.cian.ru/sale/flat/306967568/;Москва и МО;sale;flat;4;6;4;101.0;36000000;Даниловский;Велозаводская ;6;Автозаводская;
Prime;real_estate_agent;https://mytishchi.cian.ru/sale/flat/304827601/;Москва и МО;sale;flat;3;4;4;96.0;36500000;пос. Нагорное;шоссе Липкинское;10;;Barton
CENTURY 21 RnB Estate;real_estate_agent;https://www.cian.ru/sale/flat/308243248/;Москва и МО;sale;flat;15;17;4;115.0;37000000;Тропарево-Никулино;Никулинская ;27;Озёрная;
MadeState;real_estate_agent;https://www.cian.ru/sale/flat/304732130/;Москва и МО;sale;flat;14;26;4;84.3;37000000;Хорошево-Мневники;к5/1;к5/1;Шелепиха;Сидней Сити ЖК
Мир Квартир Элит;real_estate_agent;https://spb.cian.ru/sale/flat/304882220/;Москва и МО;sale;flat;8;25;4;158.1;37500000;Василеостровский; Шкиперский проток;20;Приморская;Шкиперский проток, 20
СЕДЬМОЕ НЕБО;real_estate_agent;https://www.cian.ru/sale/flat/308160125/;Москва и МО;sale;flat;4;11;4;107.0;38000000;Останкинский; Годовикова;11к4;Алексеевская;iLove
ГОРОДА;real_estate_agent;https://www.cian.ru/sale/flat/304683632/;Москва и МО;sale;flat;7;7;4;102.7;38000000;Северное Бутово;Старокачаловская ;12;Бульвар Дмитрия Донского;
ФСК Агент;real_estate_agent;https://www.cian.ru/sale/flat/292324687/;Москва и МО;sale;flat;14;29;4;100.0;38000000;Нагатино-Садовники;Варшавское шоссе;37Ак2;Нагатинская;Rotterdam
Мир Квартир Элит;real_estate_agent;https://spb.cian.ru/sale/flat/296366690/;Москва и МО;sale;flat;9;14;4;120.6;38450000;Московский;Смоленская ;13;Фрунзенская;Галант
Этажи Тюмень;real_estate_agent;https://tyumen.cian.ru/sale/flat/304181842/;Москва и МО;sale;flat;9;20;4;156.26;39000000;мкр. Драмтеатр (Центральный); 50 лет Октября;4;;Fifty Fifty
Мир квартир элит Крестовский;real_estate_agent;https://spb.cian.ru/sale/flat/299064807/;Москва и МО;sale;flat;5;8;4;120.0;39900000;Петроградский;Петровский проспект;11к2;Крестовский остров;Neva Haus
ID 111117169;homeowner;https://ufa.cian.ru/sale/flat/308328369/;Москва и МО;sale;flat;25;25;4;166.36;39926400;Октябрьский;проспект Октября;75;;The Prime
ID 491536;homeowner;https://khimki.cian.ru/sale/flat/300081467/;Москва и МО;sale;flat;6;8;4;109.0;40000000;; Заречная;7к2;Молжаниново;
ID 118986572;unknown;https://kemerovo.cian.ru/sale/flat/306018866/;Москва и МО;sale;flat;3;7;4;137.8;40000000;Центральный;Притомская набережная ;3;;
Century 21 Premium Property;real_estate_agent;https://www.cian.ru/sale/flat/305958447/;Москва и МО;sale;flat;4;18;4;96.3;40500000;Даниловский;проспект Лихачева;22;Технопарк;Nagatino i-Land
ФСК Агент;real_estate_agent;https://www.cian.ru/sale/flat/301708189/;Москва и МО;sale;flat;28;28;4;90.0;40500000;Нагатино-Садовники;Варшавское шоссе;37АК1;Нагатинская;Rotterdam
PEOPLE;real_estate_agent;https://www.cian.ru/sale/flat/308611644/;Москва и МО;sale;flat;10;16;4;95.4;40300000;Хорошево-Мневники; Народного Ополчения;3;Народное Ополчение;Wellton park
GRAND ESTATE - Премиальная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/304613709/;Москва и МО;sale;flat;5;6;4;95.4;41000000;Басманный;Плетешковский переулок;8С2;Бауманская;
Каскад;developer;https://anapa.cian.ru/sale/flat/296553321/;Москва и МО;sale;flat;7;9;4;162.95;41064000;;;;;Морелло
Romanov Estate;real_estate_agent;https://www.cian.ru/sale/flat/301927681/;Москва и МО;sale;flat;41;56;4;113.4;41999999;Раменки;проспект Генерала Дорохова;вл1к3;Минская;Will Towers
VSN (Весь Спектр Недвижимости);real_estate_agent;https://spb.cian.ru/sale/flat/306180878/;Москва и МО;sale;flat;4;14;4;159.5;42500000;Выборгский;Северный проспект;4к1;Озерки;
Penny Lane Moscow;real_estate_agent;https://odintsovo.cian.ru/sale/flat/306063098/;Москва и МО;sale;flat;3;4;4;243.0;42500000;д. Сколково;Новая ;10;;
Century 21 Street Realty;real_estate_agent;https://www.cian.ru/sale/flat/298527240/;Москва и МО;sale;flat;6;9;4;88.0;42350000;Очаково-Матвеевское;Аминьевское шоссе;4Дк2;Аминьевская;Вестердам
