author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
SHOW ME;real_estate_agent;https://www.cian.ru/sale/flat/293126875/;Москва и МО;sale;flat;21;23;4;244.1;78000000;Хорошевский; Гризодубовой;2;ЦСКА;Гранд-парк
OXE CAPITAL - Элитная Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/307823693/;Москва и МО;sale;flat;11;15;4;103.7;50000000;Замоскворечье;Валовая ;6;Павелецкая;
MR Group;developer;https://www.cian.ru/sale/flat/300289409/;Москва и МО;sale;flat;53;54;4;116.85;66347430;Савеловский;2-я Хуторская ;34;Дмитровская;SYMPHONY 34
SHOW ME;real_estate_agent;https://www.cian.ru/sale/flat/288460497/;Москва и МО;sale;flat;6;6;4;324.5;250000000;Беговой; 3-я Ямского Поля;9;Белорусская;Art Residence
BEYOND. ex-Engel Volkers;real_estate_agent;https://spb.cian.ru/sale/flat/305275858/;Москва и МО;sale;flat;4;5;4;212.0;424000000;Петроградский;набережная Гребного канала;1;Крестовский остров;"Комплекс резиденций ""Императорский Яхтъ-клуб"""
MR Group;developer;https://www.cian.ru/sale/flat/306614869/;Москва и МО;sale;flat;34;46;4;95.0;39202963;Даниловский;;;Павелецкая;Павелецкая Сити ЖК
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/306890254/;Москва и МО;sale;flat;9;9;4;233.0;600000000;Хамовники;Малая Пироговская ;8;Спортивная;Barrin House
BELFORT;real_estate_agent;https://www.cian.ru/sale/flat/307204736/;Москва и МО;sale;flat;4;19;4;110.0;63000000;Пресненский;Красногвардейский бульвар;15С2;Улица 1905 года;Счастье на Пресне
Главстрой;developer;https://www.cian.ru/sale/flat/307942399/;Москва и МО;sale;flat;4;7;4;107.3;53102770;Котловка;31/2;31/2;Профсоюзная;Новые Академики ЖК
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/262233648/;Москва и МО;sale;flat;5;6;4;157.0;250000000;Замоскворечье;Садовническая набережная;7;Новокузнецкая;BALCHUG VIEWPOINT
NF GROUP  St Petersburg;real_estate_agent;https://spb.cian.ru/sale/flat/298746817/;Москва и МО;sale;flat;5;8;4;212.3;101990000;Петроградский;Каменноостровский проспект;64К2;Петроградская;Каменноостровский, 64
Tekta Group;developer;https://www.cian.ru/sale/flat/305021194/;Москва и МО;sale;flat;11;34;4;82.9;39153670;Обручевский;;;Воронцовская;Эвер ЖК
МИЭЛЬ Офис Пречистенка;real_estate_agent;https://www.cian.ru/sale/flat/308706609/;Москва и МО;sale;flat;9;16;4;113.4;115000000;Пресненский;Большая Бронная ;2/6;Тверская;
MR Group;developer;https://www.cian.ru/sale/flat/306611693/;Москва и МО;sale;flat;2;59;4;94.9;;Можайский;;;Давыдково;Веер ЖК
SHOW ME;real_estate_agent;https://www.cian.ru/sale/flat/303533444/;Москва и МО;sale;flat;20;29;4;92.9;29500000;Фили-Давыдково; Ивана Франко;6;Кунцевская;MainStreet
Анастасия Иванова;realtor;https://www.cian.ru/sale/flat/308201042/;Москва и МО;sale;flat;3;27;4;102.0;58700000;Раменки; Янковского;1к1;Аминьевская;Событие
UNIQ Development;developer;https://www.cian.ru/sale/flat/307668251/;Москва и МО;sale;flat;4;25;4;178.8;132312000;Фили-Давыдково;Малая Филевская ;46;Кунцевская;Springs
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/308753165/;Москва и МО;sale;flat;6;11;4;168.3;249000000;Хамовники;2-я Фрунзенская ;8;Фрунзенская;Андреевский
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/300299099/;Москва и МО;sale;flat;5;8;4;75.0;59500000;Замоскворечье;переулок Старый Толмачевский;17с1;Новокузнецкая;
Пионер;developer;https://www.cian.ru/sale/flat/301460332/;Москва и МО;sale;flat;7;32;4;114.8;68567744;Даниловский;;;Павелецкая;Хай Лайф ЖК
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/307940357/;Москва и МО;sale;flat;47;47;4;131.9;59355000;Бутырский;Новодмитровская ;2к5;Дмитровская;Савеловский Сити
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/302997502/;Москва и МО;sale;flat;42;44;4;280.0;146000000;Фили-Давыдково;Давыдковская ;3;Славянский бульвар;Эдельвейс
EraOneHolding;developer;https://www.cian.ru/sale/flat/274788985/;Москва и МО;sale;flat;8;8;4;180.7;247273684;Арбат; Арбат;24;Смоленская;Turandot Residences
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/295368854/;Москва и МО;sale;flat;4;6;4;192.0;105000000;Тверской; Малая Дмитровка;23/15С1;Пушкинская;
Monumental Group;real_estate_agent;https://www.cian.ru/sale/flat/308881807/;Москва и МО;sale;flat;9;11;4;169.5;79970000;Хорошевский; Куусинена;21А;Зорге;
КОРТРОС;developer;https://www.cian.ru/sale/flat/307731133/;Москва и МО;sale;flat;27;49;4;109.76;55428800;Марьина роща; Веткина;2С8;Марьина Роща;TATE 
Contact Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/302755985/;Москва и МО;sale;flat;8;12;4;145.0;299000000;Хамовники; Усачева;15А;Спортивная;Садовые кварталы
Alliance Agency Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/297721781/;Москва и МО;sale;flat;9;29;4;79.5;39900000;Лефортово; Крузенштерна;10к1;Авиамоторная;Символ
MR Group;developer;https://www.cian.ru/sale/flat/308088589/;Москва и МО;sale;flat;5;7;4;257.83;747707000;Арбат;Крестовоздвиженский переулок;4;Арбатская;LUCE
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/303214729/;Москва и МО;sale;flat;6;6;4;184.1;82200000;Басманный;Нижняя Красносельская ;35С48;Бауманская;TriBeCa APARTMENTS
Villagio Realty;real_estate_agent;https://www.cian.ru/sale/flat/308645193/;Москва и МО;sale;flat;15;18;4;169.0;83900000;Раменки;Минская ;1ГК1;Ломоносовский проспект;Золотые Ключи 2
Киноцентр;developer;https://www.cian.ru/sale/flat/307004325/;Москва и МО;sale;flat;14;20;4;122.2;114868000;Пресненский;Дружинниковская ;15;Краснопресненская;SkyView
GRAND ESTATE - Премиальная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/305284493/;Москва и МО;sale;flat;6;8;4;134.0;71700000;Тверской;Тверская ;27С2;Маяковская;
Monumental Group;real_estate_agent;https://www.cian.ru/sale/flat/300005780/;Москва и МО;sale;flat;20;22;4;200.0;148900000;Хорошево-Мневники;Живописная ;21А;Серебряный Бор;
СТ Тауэрс;developer;https://www.cian.ru/sale/flat/302833878/;Москва и МО;sale;flat;37;66;4;209.7;179293500;Пресненский;1-й Красногвардейский проезд;22с1;Москва-Сити;NEVA TOWERS
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/307116678/;Москва и МО;sale;flat;4;8;4;132.0;91000000;Мещанский;Большой Сухаревский переулок;11;Сухаревская;
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/307151489/;Москва и МО;sale;flat;4;5;4;98.5;46000000;Тверской;2-й Волконский переулок;12;Цветной бульвар;
Неометрия;developer;https://sochi.cian.ru/sale/flat/302445787/;Москва и МО;sale;flat;2;10;4;79.6;84399880;Адлерский;Адлер жилрайон;;;Гостиничный комплекс 
Contact Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/297359672/;Москва и МО;sale;flat;7;21;4;137.0;150000000;Пресненский;2-я Звенигородская ;12С19;Улица 1905 года;
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/307587335/;Москва и МО;sale;flat;7;7;4;190.0;140000000;Беговой;Ленинградский проспект;15С9;Белорусская;Bolshevik
Основа;developer;https://www.cian.ru/sale/flat/286713653/;Москва и МО;sale;flat;11;29;4;94.8;28170768;Фили-Давыдково; Ивана Франко;6;Кунцевская;MainStreet
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/302282746/;Москва и МО;sale;flat;7;21;4;160.6;168000000;Пресненский;2-я Звенигородская ;16;Улица 1905 года;Lucky
Интеллект;developer;https://krym.cian.ru/sale/flat/306447721/;Москва и МО;sale;flat;12;20;4;92.56;27147062;;;;;Крымская Резиденция
КОРТРОС;developer;https://www.cian.ru/sale/flat/306697779/;Москва и МО;sale;flat;12;14;4;75.47;41583970;Пресненский;Шмитовский проезд;39к9;Шелепиха;Headliner
TimeProperty;real_estate_agent;https://www.cian.ru/sale/flat/291342956/;Москва и МО;sale;flat;6;6;4;169.0;90000000;Пресненский;Мерзляковский переулок;13;Арбатская;
Концерн КРОСТ;developer;https://www.cian.ru/sale/flat/298380215/;Москва и МО;sale;flat;4;19;4;105.4;50170400;Щукино; Расплетина;2к1;Октябрьское поле;Театральный квартал
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/308605600/;Москва и МО;sale;flat;10;12;4;300.0;250000000;Замоскворечье;Климентовский переулок;2;Новокузнецкая;
Capital Group;developer;https://www.cian.ru/sale/flat/302156149/;Москва и МО;sale;flat;30;67;4;118.7;118500000;Пресненский;Краснопресненская набережная;14Ак2;Москва-Сити;Capital Towers
Владислав Карпов;realtor;https://www.cian.ru/sale/flat/308960003/;Москва и МО;sale;flat;12;31;4;89.0;50500000;Раменки; Лобачевского;120к1;Аминьевская;Крылья
Основа;developer;https://www.cian.ru/sale/flat/303506511/;Москва и МО;sale;flat;4;19;4;255.5;127750000;Красносельский;проспект Академика Сахарова;7;Красные ворота;RED7
MHEstate - Элитная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/307909463/;Москва и МО;sale;flat;14;23;4;201.0;105000000;Раменки;Мичуринский проспект;26;Раменки;
Группа Родина;developer;https://www.cian.ru/sale/flat/305467846/;Москва и МО;sale;flat;2;23;4;132.9;62955380;Ростокино;;к5;Ботанический сад;Союз ЖК
Центрис;real_estate_agent;https://www.cian.ru/sale/flat/306453794/;Москва и МО;sale;flat;5;8;4;173.9;224900000;Хамовники; Усачева;15А;Спортивная;Садовые кварталы
Capital Group;developer;https://www.cian.ru/sale/flat/307881023/;Москва и МО;sale;flat;17;18;4;152.4;162520646;Дорогомилово;;;Москва-Сити;Бадаевский ЖК
Ramenky Realty;real_estate_agent;https://www.cian.ru/sale/flat/308466875/;Москва и МО;sale;flat;6;12;4;101.2;180000000;Хамовники; Ефремова;10;Фрунзенская;Садовые кварталы
Донстрой;developer;https://www.cian.ru/sale/flat/308079832/;Москва и МО;sale;flat;7;13;4;103.2;49308960;Хорошево-Мневники;Жилой комплекс остров;4-й кв-л;Терехово ;Остров
РГ-Девелопмент;developer;https://www.cian.ru/sale/flat/307195712/;Москва и МО;sale;flat;3;30;4;104.1;36508182;Чертаново Южное;;1.1;Аннино;Варшавские Ворота ЖК
HOUSE MALL - Городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/294559419/;Москва и МО;sale;flat;34;59;4;165.0;50500000;Ростокино;проспект Мира;188Бк3;Ростокино;Триколор
Эталон;developer;https://ekb.cian.ru/sale/flat/308412129/;Москва и МО;sale;flat;2;5;4;86.53;9998790;;;;;Балтым-Парк
Century 21 Level;real_estate_agent;https://www.cian.ru/sale/flat/306203300/;Москва и МО;sale;flat;6;23;4;146.5;55299000;Кунцево; Екатерины Будановой;5;Рабочий посёлок;Катрин-Хаус
MR Group;developer;https://www.cian.ru/sale/flat/306068027/;Москва и МО;sale;flat;3;57;4;80.57;50082312;Филевский парк;;;Фили;Фили Сити ЖК
HOUSE MALL - Городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/303117322/;Москва и МО;sale;flat;31;38;4;158.0;60000000;Ростокино;проспект Мира;188Бк4;Ростокино;Триколор
Forma;developer;https://www.cian.ru/sale/flat/306957856/;Москва и МО;sale;flat;22;29;4;109.9;49476980;Аэропорт;Часовая ;28к8;Сокол;SOUL
BRIGHT ESTATE - городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/268914610/;Москва и МО;sale;flat;5;8;4;173.6;260400000;Хамовники; Усачева;15А;Спортивная;Садовые кварталы
Мангазея;developer;https://www.cian.ru/sale/flat/308902382/;Москва и МО;sale;flat;19;21;4;124.1;71419550;Щукино;Щукинская ;3;Щукинская;Интонация
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/308105474/;Москва и МО;sale;flat;2;4;4;212.1;490000000;Раменки;Минская ;2Вк5;Минская;Снегири Эко
NF GROUP  St Petersburg;real_estate_agent;https://spb.cian.ru/sale/flat/305690198/;Москва и МО;sale;flat;9;10;4;147.6;81000000;Петроградский;Ждановская ;45;Чкаловская;Леонтьевский мыс
NF GROUP  St Petersburg;real_estate_agent;https://spb.cian.ru/sale/flat/307553091/;Москва и МО;sale;flat;2;8;4;150.6;77890000;Центральный;Захарьевская ;33;Чернышевская;
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/304837627/;Москва и МО;sale;flat;5;5;4;229.9;140000000;Пресненский; Спиридоновка;27/24;Баррикадная;
Apple Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/304682490/;Москва и МО;sale;flat;4;11;4;201.6;300000000;Хамовники;Погодинская ;4;Фрунзенская;GRAND DELUXE на Плющихе
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/303532746/;Москва и МО;sale;flat;4;6;4;185.0;178000000;Тверской;Тверская ;12С1;Пушкинская;
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/292544369/;Москва и МО;sale;flat;4;11;4;204.0;300000000;Хамовники;Погодинская ;4;Фрунзенская;GRAND DELUXE на Плющихе
Contact Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/298112694/;Москва и МО;sale;flat;4;6;4;216.0;395000000;Якиманка;Софийская набережная;18;Боровицкая;Золотой, жилой квартал
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/303070435/;Москва и МО;sale;flat;7;14;4;91.43;67000000;Раменки;проспект Генерала Дорохова;39к2М;Минская;Собрание клубных домов West Garden
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/307715589/;Москва и МО;sale;flat;21;22;4;143.2;92550000;Хорошево-Мневники; Нижние Мневники;16к5;Терехово ;Остров
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/300119085/;Москва и МО;sale;flat;7;7;4;283.0;500000000;Пресненский;Электрический переулок;10;Белорусская;Edison House
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/307675438/;Москва и МО;sale;flat;57;79;4;250.0;550000000;Пресненский;1-й Красногвардейский проезд;22с2;Москва-Сити;NEVA TOWERS
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/307839365/;Москва и МО;sale;flat;2;14;4;130.4;83000000;Раменки;проспект Генерала Дорохова;39к1Г;Минская;Собрание клубных домов West Garden
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/307131828/;Москва и МО;sale;flat;11;20;4;90.71;32500000;Даниловский;Автозаводская ;26;Тульская;FORST
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/300930250/;Москва и МО;sale;flat;13;14;4;95.3;57800000;Раменки;проспект Генерала Дорохова;39к1В;Минская;Собрание клубных домов West Garden
Квадрат;real_estate_agent;https://lipetsk.cian.ru/sale/flat/299093743/;Москва и МО;sale;flat;6;12;4;73.0;4800000;Правобережный; Ленина;31;;
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/307962805/;Москва и МО;sale;flat;7;18;4;146.7;161370000;Хамовники;;;Воробьёвы горы;Коллекция Лужники ЖК
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/303928001/;Москва и МО;sale;flat;3;22;4;171.7;104990000;Пресненский;Шмитовский проезд;16С1;Москва-Сити;Шмитовский 16
Century 21 Level;real_estate_agent;https://www.cian.ru/sale/flat/304374286/;Москва и МО;sale;flat;13;25;4;139.7;59900000;Раменки; Янковского;1к2;Аминьевская;Событие
Вертикаль;real_estate_agent;https://www.cian.ru/sale/flat/308463412/;Москва и МО;sale;flat;5;9;4;133.7;89000000;Тверской;Тверская ;8К2;Пушкинская;
КРОСТ;developer;https://www.cian.ru/sale/flat/307989287/;Москва и МО;sale;flat;45;47;4;133.1;60294300;Хорошево-Мневники; Генерала Глаголева;14Ак1;Народное Ополчение;CRYSTAL Трилогия
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/302139340/;Москва и МО;sale;flat;5;41;4;90.7;79990000;Хорошевский;Ленинградский проспект;37/3;Аэропорт;Прайм Парк
PEOPLE;real_estate_agent;https://www.cian.ru/sale/flat/300250559/;Москва и МО;sale;flat;3;5;4;300.0;495000000;Хамовники;Нащокинский переулок;7;Кропоткинская;Академия
Regions Development;developer;https://www.cian.ru/sale/flat/308071215/;Москва и МО;sale;flat;13;15;4;107.21;52298828;Преображенское;Жилой комплекс Преображенская площадь;;Преображенская площадь;Преображенская площадь
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/300936966/;Москва и МО;sale;flat;6;9;4;160.0;110000000;Хамовники; Знаменка;13С1;Боровицкая;
NF GROUP  St Petersburg;real_estate_agent;https://spb.cian.ru/sale/flat/301138936/;Москва и МО;sale;flat;3;4;4;280.0;350000000;Центральный;набережная Кутузова;24;Площадь Ленина;Особняк Кушелева-Безбородко
Основа;developer;https://www.cian.ru/sale/flat/292153909/;Москва и МО;sale;flat;6;28;4;85.7;33851500;Хорошево-Мневники;;;Полежаевская;Эмоушен ЖК
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/291590043/;Москва и МО;sale;flat;10;17;4;200.3;288277199;Арбат; Новый Арбат;29;Смоленская;
Стоун Бридж эстейт;real_estate_agent;https://www.cian.ru/sale/flat/307182856/;Москва и МО;sale;flat;22;26;4;130.7;120000000;Кунцево;Рублевское шоссе;101;Молодёжная;Vander Park
LEGENDA Intelligent Development;developer;https://www.cian.ru/sale/flat/305334125/;Москва и МО;sale;flat;15;19;4;134.9;72913450;Левобережный;Ленинградское шоссе;;Беломорская;Северный порт. Береговые кварталы
PEOPLE;real_estate_agent;https://www.cian.ru/sale/flat/307091164/;Москва и МО;sale;flat;7;14;4;172.5;129000000;Пресненский; Заморенова;21;Краснопресненская;
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/308695817/;Москва и МО;sale;flat;23;24;4;123.0;95000000;Фили-Давыдково;Кастанаевская ;66;Кунцевская;Shome
Основа;developer;https://www.cian.ru/sale/flat/297432124/;Москва и МО;sale;flat;2;31;4;90.3;37474500;Марфино;Ботаническая ;29Ак3;Владыкино;VERY
TimeProperty;real_estate_agent;https://www.cian.ru/sale/flat/305905578/;Москва и МО;sale;flat;13;14;4;118.0;68999999;Филевский парк;Филевский бульвар;24к3;Фили;Ривер-Хаус
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/306169465/;Москва и МО;sale;flat;2;17;4;68.7;33000000;Беговой;Ленинградский проспект;35С2;Петровский Парк;Квартал апартаментов Искра-Парк
Садовое кольцо;developer;https://kazan.cian.ru/sale/flat/308626959/;Москва и МО;sale;flat;23;24;4;126.44;39739839;Ново-Савиновский;;;Козья слобода;Савин Фемили ЖК
Contact Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/304825409/;Москва и МО;sale;flat;19;21;4;141.0;190000000;Пресненский;2-я Звенигородская ;16;Улица 1905 года;Lucky
Villagio Realty;real_estate_agent;https://www.cian.ru/sale/flat/308421617/;Москва и МО;sale;flat;29;29;4;167.1;62500000;Строгино; Маршала Катукова;24к5;Строгино;Янтарный город
Имена;developer;https://www.cian.ru/sale/flat/303822029/;Москва и МО;sale;flat;3;14;4;100.3;83549900;Дорогомилово;1-й Можайский тупик;8АС1;Киевская;D'ORO MILLE
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/308074258/;Москва и МО;sale;flat;4;14;4;95.3;65000000;Раменки;проспект Генерала Дорохова;39к1Г;Минская;Собрание клубных домов West Garden
ID 112141078;homeowner;https://krasnogorsk.cian.ru/sale/flat/304499685/;Москва и МО;sale;flat;1;6;4;112.0;29990000;пос. Отрадное; Пятницкая;2;;Отрада (1 очередь)
Донстрой;developer;https://www.cian.ru/sale/flat/305505536/;Москва и МО;sale;flat;3;9;4;159.2;254083200;Хамовники;531-й кв-л;;Спортивная;Дом 22 ЖК
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/299881286/;Москва и МО;sale;flat;7;7;4;283.4;500000000;Пресненский;Электрический переулок;10;Белорусская;Edison House
NIKA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/306945306/;Москва и МО;sale;flat;19;24;4;108.0;77000000;Хорошевский;Хорошевское шоссе;25С3;Полежаевская;Династия
Рублево-Архангельское;developer;https://www.cian.ru/sale/flat/307250807/;Москва и МО;sale;flat;3;8;4;117.4;50258940;;;В17 кв-л;Серебряный Бор;Сберсити ЖК
MHEstate - Элитная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/307889204/;Москва и МО;sale;flat;11;20;4;139.0;127000000;Пресненский;Дружинниковская ;15;Краснопресненская;SkyView
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/302736792/;Москва и МО;sale;flat;5;12;4;155.2;117160000;Раменки; Сергея Бондарчука;6;Мичуринский проспект;Река
Ак Барс Дом;developer;https://kazan.cian.ru/sale/flat/306369877/;Москва и МО;sale;flat;11;17;4;98.4;11384880;с. Усады; Счастливая;15;;Дома у сада
Contact Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/296195763/;Москва и МО;sale;flat;13;44;4;117.0;90000000;Раменки;Минская ;2;Минская;Долина Сетунь
Абсолют Недвижимость;developer;https://www.cian.ru/sale/flat/304058798/;Москва и МО;sale;flat;8;17;4;108.6;24370396;;;;Мичуринец;Переделкино Ближнее Город-парк
TOUCH;developer;https://www.cian.ru/sale/flat/306603968/;Москва и МО;sale;flat;20;27;4;112.75;86417000;Крылатское;Крылатская ;23;Молодёжная;Дом Горизонтов
Century 21 Street Realty;real_estate_agent;https://www.cian.ru/sale/flat/306606812/;Москва и МО;sale;flat;12;22;4;160.0;94000000;Пресненский;Шмитовский проезд;16С2;Москва-Сити;Шмитовский 16
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/308709767/;Москва и МО;sale;flat;16;24;4;110.9;58500000;Тропарево-Никулино;проспект Вернадского;80;Юго-Западная;Клубный дом Full House
Эталон;developer;https://ekb.cian.ru/sale/flat/308413905/;Москва и МО;sale;flat;3;16;4;93.5;10398160;Чкаловский;;;Ботаническая;Жилой район Солнечный
Century 21 Premium Property;real_estate_agent;https://www.cian.ru/sale/flat/307093784/;Москва и МО;sale;flat;8;21;4;101.3;45500000;Даниловский;проспект Лихачева;16к1;Технопарк;Квартал на набережной NOW
NIKA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/236960194/;Москва и МО;sale;flat;3;3;4;170.0;171500000;Мещанский;переулок Печатников;12;Трубная;Печатников 12
Донстрой;developer;https://www.cian.ru/sale/flat/307565692/;Москва и МО;sale;flat;2;20;4;165.3;190260300;Замоскворечье;Большая Татарская ;35С7-9;Новокузнецкая;Татарская 35
Рамази Машанеишвили;realtor;https://ivanteyevka.cian.ru/sale/flat/295970399/;Москва и МО;sale;flat;8;16;4;90.0;17400000;Зеленоградский дп; Зеленый Город;4;;
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/297761691/;Москва и МО;sale;flat;3;6;4;166.0;278000000;Хамовники;Пожарский переулок;3;Кропоткинская;Villa Grace
MR Group;developer;https://www.cian.ru/sale/flat/308310100/;Москва и МО;sale;flat;6;30;4;106.6;35824848;Покровское-Стрешнево;;;Тушинская;Ситизен ЖК
ALFA real estate;real_estate_agent;https://www.cian.ru/sale/flat/308301689/;Москва и МО;sale;flat;3;9;4;150.5;230000000;Тверской; Фадеева;4А;Новослободская;Итальянский Квартал
Monumental Group;real_estate_agent;https://www.cian.ru/sale/flat/308099078/;Москва и МО;sale;flat;21;21;4;106.0;70000000;Лефортово;проезд Невельского;3к2;Авиамоторная;Символ
Ак Барс Дом;developer;https://kazan.cian.ru/sale/flat/308952667/;Москва и МО;sale;flat;1;17;4;98.2;16694000;Советский; Рашида Нежметдинова;11к5;Горки;Светлая долина
NIKA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/295096926/;Москва и МО;sale;flat;8;8;4;184.5;70000000;Даниловский;2-й Павелецкий проезд;5С1;Крестьянская застава;RIVERDALE APARTMENTS
TWEED;real_estate_agent;https://www.cian.ru/sale/flat/298158751/;Москва и МО;sale;flat;30;36;4;143.6;130000000;Хорошево-Мневники;Шелепихинская набережная;34к3зд6;Шелепиха;Сердце Столицы
